gene-id	Brain_Female	Gonad_Female	Kidney_Female	Liver_Female	Lung_Female	Muscle_Female	Skin_Female	Brain_Male	Gonad_Male	Heart_Male	Kidney_Male	Liver_Male	Lung_Male	Skin_Male
Transcript_231720.0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_231722.0	43	4	0	0	0	0	0	0	0	0	0	0	1	0
Transcript_23173.0	38	18	47	2	25	2	0	31	3	8	20	1	22	2
Transcript_231732.0	0	0	9	0	0	0	0	0	2	0	19	0	2	0
Transcript_231742.0	6	2	0	0	0	0	0	9	2	0	0	0	0	2
Transcript_231745.0	2	0	0	0	0	0	0	10	0	0	0	0	1	0
Transcript_231746.0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Transcript_231755.0	19	8	0	0	0	0	0	0	10	0	0	0	0	0
Transcript_231757.0	15	2	12	0	3	7	0	9	0	0	15	0	33	2
Transcript_231759.0	2	0	0	0	0	29	0	2	0	0	0	0	3	0
Transcript_23176.0	35	6	0	0	3	0	0	0	7	0	0	0	0	0
Transcript_231763.0	6	2	0	0	1	0	0	4	0	3	0	0	2	0
Transcript_231765.0	8	0	0	0	2	0	0	17	0	0	0	0	9	0
Transcript_231767.0	7	2	0	0	2	0	0	2	0	0	5	0	2	0
Transcript_23177.0	29	7	0	0	0	0	2	39	0	0	0	0	5	0
Transcript_231770.0	2	0	0	0	0	4	0	2	0	3	2	0	4	0
Transcript_231771.0	21	3	8	0	0	4	2	2	1	0	11	0	6	2
Transcript_231772.0	0	1	0	0	0	0	0	0	0	1	0	4	0	0
Transcript_231775.0	6	0	0	0	0	0	0	11	0	0	0	0	0	0
Transcript_231780.0	22	0	0	0	0	1	2	5	0	0	1	0	0	0
Transcript_23178.0	16	28	23	0	0	5	1	2	1	15	49	0	25	2
Transcript_231781.0	14	3	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_231782.0	2	6	0	0	0	0	0	0	0	4	0	0	0	0
Transcript_231783.0	0	0	4	0	0	1	0	0	0	1	0	0	5	0
Transcript_231785.0	0	0	5	0	17	0	0	0	13	0	4	0	26	0
Transcript_23179.0	23	0	0	0	0	0	0	6	0	0	2	0	0	0
Transcript_231791.0	0	2	12	0	1	0	0	0	0	0	0	0	0	0
Transcript_231794.0	1	4	0	0	1	0	0	2	0	0	1	0	6	2
Transcript_231800.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_23180.0	45	0	0	2	5	0	0	31	0	0	2	0	12	0
Transcript_231804.0	0	31	0	0	0	0	2	3	0	0	0	0	0	0
Transcript_23181.0	40	0	0	0	0	0	0	8	0	0	0	0	0	0
Transcript_231812.0	0	0	4	0	0	3	0	11	0	0	1	0	0	0
Transcript_231814.0	0	4	0	0	0	0	0	2	0	5	0	0	8	2
Transcript_231816.0	2	0	0	0	0	0	0	7	0	0	0	0	0	0
Transcript_231820.0	22	9	0	0	0	1	0	4	0	26	0	0	6	0
Transcript_231821.0	10	0	0	0	0	2	0	37	4	0	1	0	6	3
Transcript_231823.0	6	0	0	0	0	25	0	0	0	0	0	0	0	0
Transcript_231826.0	0	45	3	0	0	0	0	7	0	0	0	0	0	0
Transcript_23183.0	23	34	22	0	5	15	2	28	0	17	12	1	6	0
Transcript_231838.0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_23184.0	20	10	19	0	0	1	2	7	10	0	20	0	0	1
Transcript_231842.0	19	0	6	0	2	0	0	0	0	0	0	0	6	0
Transcript_231849.0	17	0	0	0	2	0	0	0	0	0	0	0	5	0
Transcript_231854.0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_231855.0	0	38	0	0	0	0	0	2	10	0	0	0	0	0
Transcript_231858.0	0	0	0	0	4	0	0	5	0	0	0	0	0	0
Transcript_231859.0	10	0	0	0	0	0	0	2	0	0	0	0	9	0
Transcript_231872.0	12	0	2	0	2	0	0	24	0	0	1	0	1	1
Transcript_231874.0	0	0	9	0	0	0	0	2	0	0	2	2	4	0
Transcript_231875.0	7	27	0	0	0	0	0	0	0	0	9	2	1	0
Transcript_231878.0	0	14	0	0	10	0	0	0	6	0	0	0	3	0
Transcript_231886.0	36	0	0	0	0	0	0	4	0	0	0	0	0	0
Transcript_231891.0	0	25	6	0	0	0	0	0	0	0	0	0	0	0
Transcript_231898.0	0	2	8	0	0	0	0	0	0	0	12	0	0	0
Transcript_231902.0	0	0	8	0	0	0	0	7	0	0	0	0	0	0
Transcript_231914.0	0	7	0	0	0	0	0	0	0	0	0	0	2	0
Transcript_23192.0	0	115	1	0	0	0	0	0	0	0	0	2	0	0
Transcript_231923.0	0	12	0	0	0	0	0	0	0	0	0	0	4	0
Transcript_231928.0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_231932.0	4	0	0	0	0	0	2	2	0	0	0	0	0	0
Transcript_231933.0	0	9	1	2	1	1	0	0	0	0	7	0	1	4
Transcript_231935.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Transcript_231936.0	0	0	0	0	0	0	0	0	0	0	3	0	9	0
Transcript_231939.0	49	0	0	0	0	1	0	12	7	0	1	0	0	0
Transcript_231944.0	0	0	0	0	0	0	0	4	0	6	0	0	1	0
Transcript_231945.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_231948.0	3	0	5	0	0	0	0	2	0	0	2	0	0	0
Transcript_231950.0	1	1	0	0	2	0	0	0	0	4	0	0	4	0
Transcript_231954.0	6	11	14	0	0	1	0	5	3	0	0	0	1	0
Transcript_231956.0	0	5	0	0	0	0	0	4	0	0	0	0	3	0
Transcript_231957.0	23	4	6	0	0	0	0	0	0	0	4	0	3	0
Transcript_231962.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_231970.0	6	1	0	0	5	20	0	3	0	0	1	0	3	0
Transcript_23197.0	33	6	16	0	16	4	2	22	0	23	5	0	5	19
Transcript_231971.0	0	0	0	0	0	9	0	0	0	3	0	0	0	0
Transcript_231978.0	2	0	0	0	0	0	0	13	0	0	0	0	0	0
Transcript_231986.0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
Transcript_231994.0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Transcript_231995.0	0	0	0	0	0	0	1	0	22	0	0	0	0	2
Transcript_231996.0	4	3	0	0	0	0	0	6	0	0	1	0	1	0
Transcript_232003.0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232006.0	0	0	0	0	0	0	0	5	0	0	0	0	1	0
Transcript_232014.0	0	0	0	0	12	0	0	0	0	0	0	0	28	0
Transcript_232016.0	9	0	0	0	2	1	0	5	0	0	0	0	5	0
Transcript_23202.0	17	22	14	0	3	4	0	4	17	4	16	0	11	0
Transcript_232023.0	2	9	0	0	0	0	0	0	0	0	0	0	4	0
Transcript_232028.0	0	5	1	0	5	0	0	1	0	0	0	0	8	0
Transcript_232031.0	1	8	1	0	0	8	0	7	0	7	3	0	8	1
Transcript_232032.0	5	6	0	0	7	0	0	8	8	0	0	0	10	0
Transcript_232035.0	0	6	4	0	9	0	0	22	0	0	28	0	16	0
Transcript_232052.0	22	2	0	0	0	0	0	0	0	0	1	0	0	4
Transcript_232056.0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Transcript_232057.0	16	2	0	0	7	0	0	21	1	0	6	0	6	2
Transcript_232058.0	16	0	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_232060.0	31	4	0	0	0	0	0	3	0	7	0	0	0	0
Transcript_232069.0	6	0	0	0	0	2	0	9	5	0	5	0	2	0
Transcript_232071.0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_23209.0	33	0	0	0	0	2	0	20	0	0	0	0	0	0
Transcript_232093.0	6	0	5	0	0	0	0	0	11	0	1	0	0	0
Transcript_232094.0	1	13	0	0	0	0	2	6	2	0	0	0	0	2
Transcript_232096.0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232099.0	11	6	1	0	0	3	0	9	0	0	1	0	0	0
Transcript_232107.0	95	6	6	0	0	15	0	45	14	10	3	0	10	0
Transcript_232108.0	6	10	0	0	0	6	0	1	0	3	0	0	0	0
Transcript_232110.0	6	0	0	0	1	0	0	4	9	0	0	0	0	0
Transcript_23211.0	37	0	2	0	3	1	0	44	7	0	0	0	0	0
Transcript_232111.0	0	4	3	0	0	0	0	0	7	0	2	0	0	0
Transcript_232112.0	0	0	5	0	0	0	0	4	0	0	7	0	0	0
Transcript_232117.0	9	0	5	0	2	13	2	2	0	3	1	0	0	0
Transcript_232125.0	0	4	0	0	1	5	0	1	3	0	0	0	8	0
Transcript_232126.0	0	2	0	0	0	2	0	14	0	0	4	0	3	0
Transcript_232129.0	0	7	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_232139.0	0	12	0	0	1	0	0	0	1	0	4	0	1	0
Transcript_232141.0	0	10	0	0	0	0	0	0	0	3	0	0	0	0
Transcript_232143.0	3	0	0	0	3	7	0	5	0	0	2	0	1	0
Transcript_232146.0	0	13	0	0	0	0	0	0	9	0	10	0	3	0
Transcript_232152.0	39	6	0	0	0	1	0	22	3	0	3	0	1	0
Transcript_232157.0	95	0	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_232162.0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232166.0	1	0	6	0	0	0	0	0	0	0	8	0	0	0
Transcript_232170.0	0	4	5	0	0	0	0	0	0	0	3	0	1	0
Transcript_232175.0	0	4	4	0	0	0	0	0	0	0	12	0	13	0
Transcript_232176.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232179.0	0	11	6	0	15	1	0	22	1	1	10	2	11	0
Transcript_232182.0	85	0	0	0	0	2	0	40	3	0	0	0	1	0
Transcript_232188.0	30	2	0	0	0	0	0	24	0	3	0	0	0	0
Transcript_232189.0	13	0	1	0	5	6	0	13	0	1	4	0	2	0
Transcript_23219.0	3	0	7	0	0	0	0	1	0	0	1	0	10	2
Transcript_232199.0	63	12	19	0	9	11	0	53	24	14	30	2	9	0
Transcript_23220.0	41	7	0	0	0	2	0	8	29	18	7	2	7	3
Transcript_232201.0	0	19	3	0	0	0	0	0	0	0	0	0	2	0
Transcript_232203.0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232206.0	0	0	0	0	0	25	0	0	0	0	0	0	0	4
Transcript_232211.0	22	4	4	0	0	5	0	1	0	0	6	0	0	0
Transcript_232221.0	199	0	0	0	0	0	0	40	0	1	0	0	0	1
Transcript_232223.0	9	2	0	0	0	3	0	0	0	0	4	0	6	0
Transcript_232228.0	0	13	0	0	0	1	0	0	0	0	0	0	0	0
Transcript_232233.0	0	22	0	0	0	0	0	0	0	0	3	0	1	4
Transcript_232239.0	1	0	1	0	0	1	0	5	17	0	0	0	0	0
Transcript_232246.0	0	2	0	0	7	0	0	0	0	0	3	0	8	0
Transcript_232247.0	0	12	0	0	3	0	0	6	2	0	0	0	0	0
Transcript_232251.0	19	1	11	0	0	9	2	9	0	0	2	0	0	0
Transcript_232257.0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Transcript_232260.0	6	1	5	0	0	0	0	0	2	0	1	0	7	0
Transcript_232261.0	9	50	11	0	4	0	0	27	0	0	8	0	5	2
Transcript_232268.0	7	0	1	0	6	1	0	7	4	0	2	0	1	0
Transcript_232270.0	0	0	0	0	6	17	0	0	0	0	0	0	15	0
Transcript_232272.0	5	0	6	0	0	2	0	0	12	5	2	0	11	0
Transcript_232278.0	7	1	0	2	0	1	0	3	0	0	3	0	3	0
Transcript_232281.0	30	2	0	0	0	0	0	42	0	0	0	0	0	2
Transcript_232283.0	25	3	9	0	10	2	0	16	4	5	1	0	17	4
Transcript_232285.0	137	14	61	0	12	3	1	32	0	16	36	0	4	0
Transcript_232288.0	39	0	0	0	0	1	0	5	0	0	0	0	0	0
Transcript_232293.0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
Transcript_232297.0	0	0	0	0	4	0	0	0	0	1	0	0	16	0
Transcript_232299.0	0	7	0	0	0	0	0	0	0	0	1	0	1	0
Transcript_232300.0	3	2	0	0	0	0	0	9	0	5	1	0	0	0
Transcript_232303.0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Transcript_232307.0	49	0	0	0	0	0	0	96	0	0	0	0	0	0
Transcript_232310.0	11	1	0	0	5	1	0	18	0	0	0	0	1	0
Transcript_232315.0	0	14	0	0	0	0	0	0	0	0	0	0	1	0
Transcript_232317.0	7	0	0	0	0	0	0	12	0	8	0	0	0	0
Transcript_232318.0	11	0	0	0	2	0	0	0	0	7	0	0	0	0
Transcript_232319.0	0	0	3	0	2	0	0	0	2	0	5	0	4	0
Transcript_232338.0	0	1	9	0	2	0	0	0	4	6	0	0	1	0
Transcript_232341.0	5	2	1	0	5	0	0	8	0	0	5	0	3	0
Transcript_232343.0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Transcript_232345.0	0	0	0	0	2	1	0	0	0	0	0	0	8	0
Transcript_232349.0	0	0	8	0	0	3	0	0	0	0	1	0	8	0
Transcript_232353.0	40	0	0	0	0	0	0	16	0	0	1	0	0	2
Transcript_232363.0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232365.0	0	19	0	2	0	0	2	0	0	0	0	0	0	0
Transcript_232366.0	8	0	0	0	13	2	0	0	0	0	0	2	11	0
Transcript_232369.0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232374.0	11	2	2	0	0	0	0	0	0	0	7	0	0	0
Transcript_232376.0	3	0	10	0	0	0	0	11	0	0	5	0	0	0
Transcript_232378.0	0	3	19	0	0	0	0	0	17	6	2	0	7	0
Transcript_232379.0	8	0	0	0	0	0	0	9	0	0	0	0	2	0
Transcript_232385.0	0	0	0	0	0	0	0	7	0	0	3	0	0	0
Transcript_232386.0	0	21	0	0	0	0	0	0	0	0	2	0	0	0
Transcript_232387.0	5	10	14	0	2	0	0	2	6	3	6	2	5	8
Transcript_232392.0	43	63	0	0	0	0	0	7	0	0	0	0	5	0
Transcript_232403.0	5	0	3	0	3	0	0	4	0	1	0	0	5	0
Transcript_232405.0	15	4	0	0	1	2	0	1	1	0	6	0	5	0
Transcript_232407.0	48	318	29	0	25	2	0	12	15	26	5	4	24	2
Transcript_232409.0	2	5	0	0	0	5	0	0	0	8	0	2	0	0
Transcript_232419.0	0	23	0	0	0	0	0	4	0	0	2	0	0	0
Transcript_23242.0	0	234	7	0	0	0	2	0	15	0	1	0	0	4
Transcript_232420.0	13	9	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232427.0	0	1	7	0	0	0	0	0	0	0	0	0	1	0
Transcript_232428.0	0	35	0	0	0	8	0	0	0	0	0	0	0	0
Transcript_232429.0	81	15	13	0	29	3	0	21	44	0	19	0	49	0
Transcript_23243.0	29	0	0	0	0	0	0	66	0	2	0	0	0	2
Transcript_232432.0	0	0	7	0	4	0	0	1	3	0	6	0	11	0
Transcript_232443.0	9	1	2	0	1	3	0	0	1	0	0	0	3	0
Transcript_232444.0	12	67	0	0	0	0	2	16	0	0	0	0	3	1
Transcript_232446.0	0	12	0	0	0	0	0	0	0	4	11	0	10	0
Transcript_232450.0	19	1	0	0	0	3	0	8	0	0	9	0	5	0
Transcript_232454.0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232458.0	0	0	4	0	0	0	0	4	0	0	4	0	5	0
Transcript_232461.0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232471.0	88	3	0	2	0	1	0	116	0	0	2	0	6	1
Transcript_232479.0	68	85	9	0	7	0	0	0	47	2	0	2	19	6
Transcript_232482.0	12	68	24	0	10	8	2	9	19	0	22	0	8	6
Transcript_232483.0	10	2	1	0	5	1	0	0	0	0	0	2	0	0
Transcript_232488.0	1	3	0	0	1	5	0	17	0	25	0	2	13	6
Transcript_232498.0	0	11	3	0	0	0	0	2	0	0	0	0	0	0
Transcript_232516.0	0	8	2	0	0	0	0	0	0	0	0	0	0	0
Transcript_232519.0	10	57	13	0	0	3	0	27	18	4	11	0	8	0
Transcript_232527.0	0	0	0	0	7	0	0	0	0	0	0	0	8	0
Transcript_232528.0	0	16	0	0	0	0	0	0	1	0	0	0	0	0
Transcript_23253.0	15	10	21	0	9	2	0	6	0	2	19	0	11	1
Transcript_232536.0	22	0	0	0	2	1	0	0	0	1	0	0	5	2
Transcript_232539.0	0	0	0	0	2	0	0	0	7	16	4	0	6	0
Transcript_232544.0	0	7	6	0	0	0	0	0	0	0	3	0	0	0
Transcript_232545.0	0	21	5	0	0	0	0	0	0	0	1	0	1	0
Transcript_232546.0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Transcript_232548.0	5	0	0	0	0	0	0	0	0	0	4	0	3	0
Transcript_232549.0	2	0	0	0	0	0	0	1	0	22	0	0	4	0
Transcript_232550.0	0	8	2	0	0	0	0	0	0	0	0	0	0	0
Transcript_232552.0	0	18	0	0	0	0	0	0	0	0	0	0	2	2
Transcript_232553.0	0	5	5	0	0	0	0	4	0	0	5	0	0	0
Transcript_232558.0	1	0	9	0	4	0	0	0	0	0	2	0	10	0
Transcript_232560.0	0	27	0	0	0	0	0	0	0	0	0	0	0	2
Transcript_232565.0	0	1	62	0	6	0	0	2	8	0	13	0	9	0
Transcript_232569.0	0	10	0	0	0	0	0	0	0	0	3	0	1	0
Transcript_232577.0	115	17	24	1	12	16	0	59	0	7	25	0	23	2
Transcript_232582.0	0	1	0	0	0	0	0	0	0	15	0	0	0	0
Transcript_232584.0	8	8	55	0	15	0	0	3	15	0	36	0	16	0
Transcript_232586.0	7	6	6	0	7	0	2	3	0	12	5	0	6	0
Transcript_232587.0	16	53	33	0	13	4	0	4	31	0	16	0	13	1
Transcript_232592.0	0	0	1	0	0	3	0	3	0	0	0	0	4	0
Transcript_232593.0	0	10	4	0	0	0	0	0	0	0	1	0	1	0
Transcript_232596.0	9	12	1	0	0	5	2	20	0	4	2	0	1	0
Transcript_232597.0	31	1	7	0	0	6	0	10	0	11	2	0	1	2
Transcript_23260.0	4	2	8	0	6	0	0	12	1	0	1	0	2	0
Transcript_232601.0	3	0	0	0	0	0	0	6	1	0	3	0	3	0
Transcript_232606.0	10	3	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_23261.0	4	124	5	0	0	0	2	0	0	6	0	0	2	2
Transcript_232611.0	0	2	11	0	0	0	0	2	0	0	2	0	2	0
Transcript_232612.0	9	33	0	0	0	0	0	0	0	3	1	0	0	0
Transcript_232614.0	8	0	2	0	0	0	0	0	0	0	1	0	7	0
Transcript_232617.0	21	3	0	0	0	3	0	27	3	0	0	2	1	0
Transcript_232620.0	0	0	0	0	0	0	0	12	3	0	0	0	0	0
Transcript_23262.0	52	7	0	0	0	0	0	10	0	1	2	0	6	0
Transcript_232624.0	0	0	7	0	2	0	0	3	0	0	7	0	6	0
Transcript_232626.0	0	0	2	0	0	3	0	1	0	0	4	0	9	0
Transcript_23263.0	38	0	39	0	0	0	0	3	0	0	41	0	4	2
Transcript_232633.0	0	0	6	0	0	0	0	4	0	0	1	0	2	0
Transcript_232638.0	21	4	0	0	0	0	0	1	0	0	0	0	2	2
Transcript_232641.0	0	73	7	0	0	0	0	0	0	0	0	0	0	0
Transcript_232642.0	4	49	0	0	0	0	2	5	3	0	1	0	3	0
Transcript_232649.0	2	1	3	0	1	0	0	2	0	0	9	0	16	0
Transcript_232651.0	198	19	0	0	0	0	0	211	7	4	2	0	4	2
Transcript_232653.0	0	0	0	0	0	0	0	15	0	0	0	0	3	0
Transcript_232654.0	47	6	31	0	24	5	0	52	12	0	47	0	52	2
Transcript_232655.0	7	0	10	0	2	2	0	3	0	9	1	0	17	0
Transcript_232664.0	0	0	0	0	1	0	0	0	8	0	8	0	0	0
Transcript_232665.0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232668.0	9	2	0	0	0	8	0	5	0	0	0	0	1	0
Transcript_232672.0	2	9	2	0	6	4	0	16	0	0	2	0	5	0
Transcript_232677.0	1	2	0	0	0	0	0	2	0	0	0	0	0	0
Transcript_232679.0	1	2	0	0	0	0	0	0	0	0	7	0	0	0
Transcript_232683.0	59	1	0	0	0	0	0	22	0	0	0	0	0	0
Transcript_232687.0	36	0	4	0	1	0	0	1	0	0	6	0	0	0
Transcript_23269.0	5	4	0	0	0	8	0	0	0	0	0	2	0	4
Transcript_232696.0	4	0	1	0	7	0	0	7	0	0	7	0	2	0
Transcript_232697.0	8	0	3	0	0	0	0	5	1	0	7	0	0	0
Transcript_232699.0	16	0	0	0	0	0	0	0	0	0	4	0	4	0
Transcript_232706.0	0	1	0	0	0	0	0	4	0	0	1	0	2	0
Transcript_232717.0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232727.0	0	2	0	0	2	0	0	0	0	0	0	0	4	0
Transcript_232734.0	0	0	1	0	0	0	2	14	0	0	0	0	2	0
Transcript_232738.0	8	6	9	0	4	1	0	33	0	0	8	0	6	0
Transcript_232743.0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232748.0	0	0	1	0	0	8	0	0	0	0	0	2	0	0
Transcript_232750.0	0	8	0	0	0	0	0	2	0	1	7	0	0	0
Transcript_23275.0	3	0	27	0	11	0	0	0	0	0	11	0	10	1
Transcript_232753.0	45	23	35	0	23	1	0	17	26	4	24	0	26	0
Transcript_232754.0	5	1	0	0	1	0	0	8	0	0	2	0	0	0
Transcript_232760.0	0	1	14	0	0	0	0	1	0	0	4	0	2	0
Transcript_232772.0	2	16	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232773.0	2	1	1	0	0	0	0	4	0	0	0	0	0	0
Transcript_232774.0	0	0	0	2	0	3	0	5	0	0	2	2	5	4
Transcript_232777.0	0	2	1	0	2	0	0	9	0	0	5	0	1	0
Transcript_232780.0	3	16	0	0	0	2	0	21	8	6	0	0	1	0
Transcript_232781.0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Transcript_232783.0	0	1	0	0	0	0	0	4	0	10	0	0	0	0
Transcript_232784.0	2	12	19	0	0	1	0	3	8	0	4	0	6	0
Transcript_232785.0	8	0	4	0	11	5	0	8	0	0	3	0	1	0
Transcript_232789.0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232791.0	0	2	0	0	0	0	0	0	0	0	1	0	7	0
Transcript_232797.0	334	131	11	0	14	128	0	263	21	22	13	0	31	6
Transcript_232799.0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
Transcript_232802.0	17	0	0	0	39	0	0	64	0	0	0	0	37	2
Transcript_232805.0	0	1	0	0	2	0	0	5	0	2	3	0	1	0
Transcript_232805.1	0	1	0	0	2	0	0	2	0	2	3	0	1	0
Transcript_232807.0	0	4	10	0	0	0	0	0	2	5	0	0	0	0
Transcript_232810.0	6	0	0	0	6	0	0	0	0	0	5	0	4	0
Transcript_232812.0	0	4	0	0	19	0	0	0	0	0	0	0	6	0
Transcript_232816.0	0	6	3	0	0	0	0	0	0	0	0	0	0	0
Transcript_232822.0	0	0	1	0	2	0	0	0	3	0	0	0	20	0
Transcript_232823.0	0	1	0	0	0	1	0	8	1	5	3	0	1	0
Transcript_232824.0	11	0	0	0	0	0	0	12	0	0	0	0	0	0
Transcript_232825.0	2	0	0	0	0	0	0	5	0	0	1	0	0	0
Transcript_232828.0	0	0	0	0	5	0	0	0	0	48	0	0	1	0
Transcript_232830.0	0	2	0	0	4	2	0	8	4	0	0	0	0	0
Transcript_23283.0	24	0	7	0	1	0	0	0	1	0	0	0	10	0
Transcript_232835.0	0	0	0	0	0	0	0	1	0	0	4	0	1	0
Transcript_232837.0	30	0	1	0	6	0	0	1	0	0	0	0	0	0
Transcript_232839.0	18	0	0	0	2	0	0	0	0	0	0	0	3	0
Transcript_23284.0	28	7	24	2	21	12	0	27	9	42	25	0	36	9
Transcript_232842.0	0	0	0	0	0	2	0	8	0	0	0	0	1	0
Transcript_232845.0	17	1	0	0	0	6	0	6	12	0	8	0	6	0
Transcript_232846.0	11	2	1	0	0	1	0	7	2	0	0	0	2	0
Transcript_23285.0	86	3	1	0	10	17	4	86	1	6	0	0	12	8
Transcript_232852.0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Transcript_232855.0	10	23	47	0	10	0	0	0	4	3	39	0	5	2
Transcript_232857.0	2	8	0	0	0	3	0	9	0	0	0	0	0	0
Transcript_232864.0	13	4	0	0	7	1	0	0	0	0	0	0	2	0
Transcript_232865.0	2	4	12	0	20	0	0	1	15	0	5	0	14	2
Transcript_232868.0	16	0	0	0	0	0	0	9	0	0	0	0	0	0
Transcript_232869.0	9	4	0	0	0	1	0	4	3	0	0	0	0	0
Transcript_232870.0	0	2	15	0	5	0	0	0	0	0	15	0	3	0
Transcript_232874.0	14	0	0	0	2	2	0	2	11	0	5	0	6	0
Transcript_23288.0	23	15	6	0	7	8	0	39	6	27	3	0	2	0
Transcript_232882.0	7	1	0	0	0	0	0	14	0	0	7	0	24	0
Transcript_232886.0	0	2	2	0	0	0	0	0	15	0	4	0	0	0
Transcript_232888.0	3	1	16	0	7	4	0	4	13	8	3	0	19	0
Transcript_232889.0	2	4	3	0	0	0	0	0	0	0	0	0	0	0
Transcript_232892.0	11	1	0	0	0	3	0	6	8	5	0	2	0	0
Transcript_232895.0	1	14	88	0	14	0	1	0	3	3	85	0	36	4
Transcript_232897.0	0	3	0	0	0	2	0	0	0	0	0	0	2	2
Transcript_232899.0	7	11	0	0	0	1	0	0	14	1	0	0	0	0
Transcript_232904.0	0	19	0	0	0	0	0	10	0	0	0	0	2	0
Transcript_232906.0	0	36	0	0	2	0	2	0	0	0	1	0	1	0
Transcript_232908.0	2	9	0	0	0	3	0	3	0	1	0	0	0	0
Transcript_232909.0	10	1	19	0	1	2	0	9	0	1	5	0	4	0
Transcript_232915.0	0	4	4	0	12	0	0	4	0	0	5	0	18	3
Transcript_232921.0	0	0	0	0	0	0	0	4	0	2	0	0	8	0
Transcript_232923.0	4	1	0	0	1	1	0	1	10	13	1	0	11	0
Transcript_232925.0	8	32	13	0	5	19	0	23	4	17	20	0	20	0
Transcript_232927.0	2	9	0	0	11	0	0	10	0	0	0	0	3	2
Transcript_232930.0	6	9	0	0	0	12	0	10	0	11	4	0	1	0
Transcript_232935.0	39	22	24	2	14	23	0	10	0	0	34	6	30	5
Transcript_232940.0	15	7	5	0	0	0	0	2	0	0	0	0	0	2
Transcript_23294.0	79	188	12	0	9	2	0	72	0	5	7	0	38	1
Transcript_232943.0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Transcript_232948.0	11	10	7	0	7	0	0	24	4	0	3	0	3	0
Transcript_232949.0	2	0	6	0	1	1	2	3	3	0	7	4	8	0
Transcript_232950.0	114	4	67	4	24	6	0	56	7	14	79	0	33	1
Transcript_232951.0	0	0	13	0	3	0	0	0	0	0	8	0	3	0
Transcript_232954.0	0	12	0	0	0	0	0	0	0	0	0	0	1	0
Transcript_232955.0	11	40	25	0	3	1	1	2	32	11	6	2	21	0
Transcript_232960.0	3	0	0	0	0	12	0	0	0	1	0	2	3	1
Transcript_23296.0	23	6	23	0	0	5	0	9	13	44	34	3	13	0
Transcript_232970.0	7	1	0	0	0	0	0	5	11	0	1	0	2	0
Transcript_23297.0	27	13	0	0	2	9	0	32	1	0	0	0	4	1
Transcript_232977.0	2	0	2	0	0	0	0	0	0	0	4	0	5	0
Transcript_232979.0	18	0	0	0	0	0	0	4	0	13	1	0	0	0
Transcript_232982.0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_232996.0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Transcript_233000.0	6	4	0	0	0	0	0	3	0	0	0	0	0	0
Transcript_233008.0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
