go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0010646	BP	36	11179	4	2.339109036150248	6.777080163031637e-44	36	regulation of cell communication	['Transcript_165554.0', 'Transcript_176163.0', 'Transcript_234590.0', 'Transcript_237975.0', 'Transcript_249133.0', 'Transcript_26092.0', 'Transcript_267768.0', 'Transcript_271145.0', 'Transcript_33079.0', 'Transcript_34204.0', 'Transcript_35111.0', 'Transcript_38104.0', 'Transcript_43050.0', 'Transcript_52603.0', 'Transcript_52618.0', 'Transcript_53946.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_59196.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_63015.0', 'Transcript_65382.0', 'Transcript_68249.0', 'Transcript_71160.0', 'Transcript_73541.0', 'Transcript_75195.0', 'Transcript_81220.0', 'Transcript_83196.0', 'Transcript_86322.0', 'Transcript_86730.0', 'Transcript_8860.0', 'Transcript_89094.0', 'Transcript_89100.0', 'Transcript_96266.0', 'Transcript_98218.0']
GO:0007167	BP	16	4913	4	2.3229190418747416	3.803880423898622e-18	16	enzyme linked receptor protein signaling pathway	['Transcript_110081.0', 'Transcript_176163.0', 'Transcript_234590.0', 'Transcript_244427.0', 'Transcript_268824.0', 'Transcript_34204.0', 'Transcript_41509.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_67453.0', 'Transcript_73541.0', 'Transcript_76702.0', 'Transcript_98218.0']
GO:0009889	BP	39	11974	4	2.322745854164277	3.1824572750824203e-47	39	regulation of biosynthetic process	['Transcript_108722.0', 'Transcript_143010.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263626.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272299.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_44975.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_60399.0', 'Transcript_63015.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_68249.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_81460.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_92482.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0006811	BP	25	7648	4	2.317541136329747	1.4603374636993754e-28	25	ion transport	['Transcript_149189.0', 'Transcript_149803.0', 'Transcript_165216.0', 'Transcript_168015.0', 'Transcript_170597.0', 'Transcript_174287.0', 'Transcript_178730.0', 'Transcript_216841.0', 'Transcript_226660.0', 'Transcript_232427.0', 'Transcript_244099.0', 'Transcript_245579.0', 'Transcript_29024.0', 'Transcript_32445.0', 'Transcript_35089.0', 'Transcript_75823.0', 'Transcript_80386.0', 'Transcript_81055.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_92374.0', 'Transcript_93573.0', 'Transcript_94126.0', 'Transcript_97017.0', 'Transcript_97485.0']
GO:0030154	BP	42	12765	3	2.308119012639444	1.429161690588966e-50	42	cell differentiation	['Transcript_102286.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161244.0', 'Transcript_161383.0', 'Transcript_190519.0', 'Transcript_234067.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_244427.0', 'Transcript_245524.0', 'Transcript_245954.0', 'Transcript_246268.0', 'Transcript_258871.0', 'Transcript_26110.0', 'Transcript_26229.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_38127.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_60399.0', 'Transcript_61447.0', 'Transcript_65122.0', 'Transcript_65535.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_80969.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0031326	BP	39	11840	5	2.306509759777787	2.3578566025847894e-46	39	regulation of cellular biosynthetic process	['Transcript_108722.0', 'Transcript_143010.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263626.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272299.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_44975.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_60399.0', 'Transcript_63015.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_68249.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_81460.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_92482.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:2000112	BP	39	11840	6	2.306509759777787	2.3578566025847894e-46	39	regulation of cellular macromolecule biosynthetic process	['Transcript_108722.0', 'Transcript_143010.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263626.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272299.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_44975.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_60399.0', 'Transcript_63015.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_68249.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_81460.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_92482.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0010556	BP	39	11840	5	2.306509759777787	2.3578566025847894e-46	39	regulation of macromolecule biosynthetic process	['Transcript_108722.0', 'Transcript_143010.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263626.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272299.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_44975.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_60399.0', 'Transcript_63015.0', 'Transcript_65122.0', 'Transcript_66899.0', 'Transcript_68249.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_81460.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_92482.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0035556	BP	30	9050	3	2.2973419993731348	4.365671505748329e-34	30	intracellular signal transduction	['Transcript_135574.0', 'Transcript_143010.0', 'Transcript_165554.0', 'Transcript_237975.0', 'Transcript_249133.0', 'Transcript_26092.0', 'Transcript_267768.0', 'Transcript_271145.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_33079.0', 'Transcript_35111.0', 'Transcript_38104.0', 'Transcript_43050.0', 'Transcript_44975.0', 'Transcript_52603.0', 'Transcript_53946.0', 'Transcript_59196.0', 'Transcript_65382.0', 'Transcript_71160.0', 'Transcript_75195.0', 'Transcript_81220.0', 'Transcript_83196.0', 'Transcript_86123.0', 'Transcript_86322.0', 'Transcript_86730.0', 'Transcript_8860.0', 'Transcript_89094.0', 'Transcript_89100.0', 'Transcript_96266.0']
GO:0048468	BP	15	4486	3	2.2848538276014767	2.5602410487448135e-16	15	cell development	['Transcript_102286.0', 'Transcript_161244.0', 'Transcript_190519.0', 'Transcript_234067.0', 'Transcript_244427.0', 'Transcript_245954.0', 'Transcript_258871.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_47284.0', 'Transcript_61447.0', 'Transcript_65122.0', 'Transcript_70451.0', 'Transcript_80969.0', 'Transcript_86473.0']
GO:0030223	BP	5	63	7	2.284117653263723	0.013469204085442816	5	neutrophil differentiation	['Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0']
GO:0051641	BP	22	6513	2	2.2702054108227268	1.0493490237522638e-23	22	cellular localization	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_161244.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_246400.0', 'Transcript_26110.0', 'Transcript_272737.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_80969.0', 'Transcript_88227.0', 'Transcript_90437.0', 'Transcript_94412.0', 'Transcript_96560.0']
GO:0021884	BP	4	51	6	2.267044139904781	0.03280218047498039	4	forebrain neuron development	['Transcript_47284.0', 'Transcript_65122.0', 'Transcript_70451.0', 'Transcript_86473.0']
GO:0098508	BP	5	64	5	2.261397576763639	0.014304567281702532	5	endothelial to hematopoietic transition	['Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0']
GO:0072358	BP	5	1433	4	2.223425317498507	3.4775016372597544e-05	5	cardiovascular system development	['Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0']
GO:0001944	BP	5	1428	4	2.2183826872654606	5.085569644695766e-05	5	vasculature development	['Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0']
GO:0033036	BP	23	6536	2	2.211160830212394	3.660625533433e-23	23	macromolecule localization	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_161244.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_246400.0', 'Transcript_26110.0', 'Transcript_272737.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_75823.0', 'Transcript_80969.0', 'Transcript_88227.0', 'Transcript_90437.0', 'Transcript_94412.0', 'Transcript_96560.0']
GO:0048583	BP	38	10622	3	2.187370818772963	1.1525947996851492e-38	38	regulation of response to stimulus	['Transcript_126778.0', 'Transcript_165554.0', 'Transcript_176163.0', 'Transcript_234590.0', 'Transcript_237975.0', 'Transcript_249133.0', 'Transcript_26092.0', 'Transcript_267768.0', 'Transcript_271145.0', 'Transcript_33079.0', 'Transcript_34204.0', 'Transcript_35111.0', 'Transcript_38104.0', 'Transcript_43050.0', 'Transcript_52603.0', 'Transcript_52618.0', 'Transcript_53946.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_59196.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_63015.0', 'Transcript_65382.0', 'Transcript_66870.0', 'Transcript_68249.0', 'Transcript_71160.0', 'Transcript_73541.0', 'Transcript_75195.0', 'Transcript_81220.0', 'Transcript_83196.0', 'Transcript_86322.0', 'Transcript_86730.0', 'Transcript_8860.0', 'Transcript_89094.0', 'Transcript_89100.0', 'Transcript_96266.0', 'Transcript_98218.0']
GO:0051480	BP	24	327	8	2.1712851570993505	8.535530660518934e-09	24	regulation of cytosolic calcium ion concentration	['Transcript_165554.0', 'Transcript_237975.0', 'Transcript_249133.0', 'Transcript_26092.0', 'Transcript_267768.0', 'Transcript_271145.0', 'Transcript_33079.0', 'Transcript_35111.0', 'Transcript_38104.0', 'Transcript_43050.0', 'Transcript_52603.0', 'Transcript_53946.0', 'Transcript_59196.0', 'Transcript_65382.0', 'Transcript_71160.0', 'Transcript_75195.0', 'Transcript_81220.0', 'Transcript_83196.0', 'Transcript_86322.0', 'Transcript_86730.0', 'Transcript_8860.0', 'Transcript_89094.0', 'Transcript_89100.0', 'Transcript_96266.0']
GO:0048869	BP	51	14001	2	2.1613474288375274	2.177581437790916e-52	51	cellular developmental process	['Transcript_102286.0', 'Transcript_145869.0', 'Transcript_148917.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161244.0', 'Transcript_161383.0', 'Transcript_190519.0', 'Transcript_200836.0', 'Transcript_234067.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_242817.0', 'Transcript_244427.0', 'Transcript_245524.0', 'Transcript_245954.0', 'Transcript_246268.0', 'Transcript_258871.0', 'Transcript_26110.0', 'Transcript_26229.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_30036.0', 'Transcript_31449.0', 'Transcript_37185.0', 'Transcript_38127.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47284.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_60399.0', 'Transcript_60447.0', 'Transcript_61447.0', 'Transcript_65122.0', 'Transcript_65535.0', 'Transcript_66870.0', 'Transcript_66899.0', 'Transcript_70451.0', 'Transcript_77060.0', 'Transcript_80969.0', 'Transcript_8232.0', 'Transcript_84606.0', 'Transcript_86473.0', 'Transcript_8860.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0007010	BP	18	4905	5	2.150642937788012	8.581506976136061e-17	18	cytoskeleton organization	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_161244.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_80969.0', 'Transcript_88227.0', 'Transcript_94412.0']
GO:0006954	BP	25	346	4	2.148697444014277	5.4090515662550426e-09	25	inflammatory response	['Transcript_126778.0', 'Transcript_165554.0', 'Transcript_237975.0', 'Transcript_249133.0', 'Transcript_26092.0', 'Transcript_267768.0', 'Transcript_271145.0', 'Transcript_33079.0', 'Transcript_35111.0', 'Transcript_38104.0', 'Transcript_43050.0', 'Transcript_52603.0', 'Transcript_53946.0', 'Transcript_59196.0', 'Transcript_65382.0', 'Transcript_66870.0', 'Transcript_71160.0', 'Transcript_75195.0', 'Transcript_81220.0', 'Transcript_83196.0', 'Transcript_86322.0', 'Transcript_86730.0', 'Transcript_89094.0', 'Transcript_89100.0', 'Transcript_96266.0']
GO:0009966	BP	36	9628	4	2.123625943155908	1.5295411810664182e-33	36	regulation of signal transduction	['Transcript_165554.0', 'Transcript_176163.0', 'Transcript_234590.0', 'Transcript_237975.0', 'Transcript_249133.0', 'Transcript_26092.0', 'Transcript_267768.0', 'Transcript_271145.0', 'Transcript_33079.0', 'Transcript_34204.0', 'Transcript_35111.0', 'Transcript_38104.0', 'Transcript_43050.0', 'Transcript_52603.0', 'Transcript_52618.0', 'Transcript_53946.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_59196.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_63015.0', 'Transcript_65382.0', 'Transcript_68249.0', 'Transcript_71160.0', 'Transcript_73541.0', 'Transcript_75195.0', 'Transcript_81220.0', 'Transcript_83196.0', 'Transcript_86322.0', 'Transcript_86730.0', 'Transcript_8860.0', 'Transcript_89094.0', 'Transcript_89100.0', 'Transcript_96266.0', 'Transcript_98218.0']
GO:0001568	BP	5	1328	3	2.113641854583286	0.00017574722939168736	5	blood vessel development	['Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0']
GO:0045165	BP	22	5807	3	2.1046762181891157	2.1196324061781392e-19	22	cell fate commitment	['Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_60399.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0008104	BP	21	5537	3	2.103101901875359	1.8651983118757673e-18	21	protein localization	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_161244.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_26110.0', 'Transcript_272737.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_80969.0', 'Transcript_88227.0', 'Transcript_90437.0', 'Transcript_94412.0', 'Transcript_96560.0']
GO:0044281	BP	22	5746	2	2.08944117701895	4.1339408905342155e-19	22	small molecule metabolic process	['Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_60399.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0071702	BP	22	5668	4	2.0697229424044448	1.0889491201073989e-18	22	organic substance transport	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_161244.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_246400.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_75823.0', 'Transcript_80969.0', 'Transcript_88227.0', 'Transcript_90437.0', 'Transcript_94412.0', 'Transcript_96560.0']
GO:0043069	BP	3	771	6	2.0661550673176015	0.009179855416487841	3	negative regulation of programmed cell death	['Transcript_222474.0', 'Transcript_255277.0', 'Transcript_81023.0']
GO:0045104	BP	11	162	3	2.059051097628949	0.0003471150502701786	11	intermediate filament cytoskeleton organization	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_88227.0', 'Transcript_94412.0']
GO:0045103	BP	11	162	2	2.059051097628949	0.0003471150502701786	11	intermediate filament-based process	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_88227.0', 'Transcript_94412.0']
GO:1901360	BP	44	11198	3	2.0520523641994184	2.8827736714385964e-38	44	organic cyclic compound metabolic process	['Transcript_106816.0', 'Transcript_141699.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_167708.0', 'Transcript_168015.0', 'Transcript_190433.0', 'Transcript_202778.0', 'Transcript_216841.0', 'Transcript_232760.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_246400.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272737.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_54864.0', 'Transcript_58110.0', 'Transcript_60399.0', 'Transcript_64335.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_80386.0', 'Transcript_84606.0', 'Transcript_88138.0', 'Transcript_88227.0', 'Transcript_92374.0', 'Transcript_92482.0', 'Transcript_94126.0', 'Transcript_95360.0', 'Transcript_96560.0', 'Transcript_98845.0']
GO:0043066	BP	3	762	7	2.0492152048958894	0.012856777993891427	3	negative regulation of apoptotic process	['Transcript_222474.0', 'Transcript_255277.0', 'Transcript_81023.0']
GO:0048705	BP	3	760	4	2.0454236257335148	0.012776548014804993	3	skeletal system morphogenesis	['Transcript_190519.0', 'Transcript_22662.0', 'Transcript_70307.0']
GO:0006725	BP	44	11056	3	2.033640799874685	2.190622970584143e-37	44	cellular aromatic compound metabolic process	['Transcript_106816.0', 'Transcript_141699.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_167708.0', 'Transcript_168015.0', 'Transcript_190433.0', 'Transcript_202778.0', 'Transcript_216841.0', 'Transcript_232760.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_246400.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272737.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_54864.0', 'Transcript_58110.0', 'Transcript_60399.0', 'Transcript_64335.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_80386.0', 'Transcript_84606.0', 'Transcript_88138.0', 'Transcript_88227.0', 'Transcript_92374.0', 'Transcript_92482.0', 'Transcript_94126.0', 'Transcript_95360.0', 'Transcript_96560.0', 'Transcript_98845.0']
GO:1902105	BP	5	75	5	2.0325788862677583	0.027056384012628443	5	regulation of leukocyte differentiation	['Transcript_246268.0', 'Transcript_26229.0', 'Transcript_53709.0', 'Transcript_60029.0', 'Transcript_65535.0']
GO:0034641	BP	44	10816	3	2.0019783357686105	8.50814545270515e-36	44	cellular nitrogen compound metabolic process	['Transcript_106816.0', 'Transcript_141699.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_167708.0', 'Transcript_168015.0', 'Transcript_190433.0', 'Transcript_202778.0', 'Transcript_216841.0', 'Transcript_232760.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_246400.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272737.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_47511.0', 'Transcript_51090.0', 'Transcript_54864.0', 'Transcript_58110.0', 'Transcript_60399.0', 'Transcript_64335.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_80386.0', 'Transcript_84606.0', 'Transcript_88138.0', 'Transcript_88227.0', 'Transcript_92374.0', 'Transcript_92482.0', 'Transcript_94126.0', 'Transcript_95360.0', 'Transcript_96560.0', 'Transcript_98845.0']
GO:0007050	BP	6	92	3	2.00087002654042	0.014616551996553297	6	cell cycle arrest	['Transcript_110081.0', 'Transcript_184942.0', 'Transcript_222474.0', 'Transcript_41509.0', 'Transcript_67453.0', 'Transcript_76702.0']
GO:0001708	BP	22	5220	3	1.9509329909436726	4.2766814602820465e-16	22	cell fate specification	['Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_60399.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0051649	BP	22	5186	3	1.9415053903397206	5.970759621134822e-16	22	establishment of localization in cell	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_161244.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_234067.0', 'Transcript_245954.0', 'Transcript_246400.0', 'Transcript_26110.0', 'Transcript_38127.0', 'Transcript_61447.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_80969.0', 'Transcript_88227.0', 'Transcript_8860.0', 'Transcript_90437.0', 'Transcript_94412.0', 'Transcript_96560.0']
GO:0042221	BP	33	7723	2	1.9310820548055936	8.126852831441861e-24	33	response to chemical	['Transcript_126778.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_176163.0', 'Transcript_234590.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_34204.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_45237.0', 'Transcript_52618.0', 'Transcript_58526.0', 'Transcript_59097.0', 'Transcript_60399.0', 'Transcript_61403.0', 'Transcript_61635.0', 'Transcript_66899.0', 'Transcript_73541.0', 'Transcript_77060.0', 'Transcript_84606.0', 'Transcript_95360.0', 'Transcript_98218.0', 'Transcript_98845.0']
GO:0045934	BP	30	6936	6	1.91352810573704	4.39677591789031e-21	30	negative regulation of nucleobase-containing compound metabolic process	['Transcript_108722.0', 'Transcript_143010.0', 'Transcript_145869.0', 'Transcript_150382.0', 'Transcript_154565.0', 'Transcript_158163.0', 'Transcript_161383.0', 'Transcript_236745.0', 'Transcript_238685.0', 'Transcript_245524.0', 'Transcript_263626.0', 'Transcript_263892.0', 'Transcript_264360.0', 'Transcript_271092.0', 'Transcript_272299.0', 'Transcript_289203.0', 'Transcript_32285.0', 'Transcript_37185.0', 'Transcript_40150.0', 'Transcript_40849.0', 'Transcript_42895.0', 'Transcript_44975.0', 'Transcript_45237.0', 'Transcript_60399.0', 'Transcript_66899.0', 'Transcript_77060.0', 'Transcript_81460.0', 'Transcript_84606.0', 'Transcript_95360.0', 'Transcript_98845.0']
GO:0072657	BP	13	3004	5	1.912759897496903	5.106751558937541e-09	13	protein localization to membrane	['Transcript_139138.0', 'Transcript_141699.0', 'Transcript_143830.0', 'Transcript_167708.0', 'Transcript_202778.0', 'Transcript_232611.0', 'Transcript_232760.0', 'Transcript_70417.0', 'Transcript_74504.0', 'Transcript_88227.0', 'Transcript_90437.0', 'Transcript_94412.0', 'Transcript_96560.0']
