go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0016043	BP	12	13060	3	3.739371695602149	1.8803961129960923e-58	12	cellular component organization	['Transcript_103374.0', 'Transcript_110387.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_198094.0', 'Transcript_252768.0', 'Transcript_256468.0', 'Transcript_260133.0', 'Transcript_57727.0', 'Transcript_60206.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0005975	BP	3	3257	3	3.735832423564259	2.305959554236481e-13	3	carbohydrate metabolic process	['Transcript_266408.0', 'Transcript_41376.0', 'Transcript_57727.0']
GO:0034641	BP	10	10816	3	3.730418261284335	3.4442263458774517e-47	10	cellular nitrogen compound metabolic process	['Transcript_100370.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_250052.0', 'Transcript_266408.0', 'Transcript_41376.0', 'Transcript_45872.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_7263.0']
GO:0048523	BP	9	9541	4	3.7014666873100133	5.881774781046338e-41	9	negative regulation of cellular process	['Transcript_145826.0', 'Transcript_18634.0', 'Transcript_202000.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_32366.0', 'Transcript_50594.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044248	BP	5	5269	3	3.6928522893756277	1.4815106049035044e-21	5	cellular catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_45497.0', 'Transcript_51892.0', 'Transcript_78707.0']
GO:0044260	BP	9	9337	3	3.6702852861962407	9.577576205779807e-40	9	cellular macromolecule metabolic process	['Transcript_194211.0', 'Transcript_196683.0', 'Transcript_250052.0', 'Transcript_260829.0', 'Transcript_267416.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_5463.0', 'Transcript_7263.0']
GO:0006810	BP	10	10330	3	3.664091458754572	2.706792392506905e-44	10	transport	['Transcript_110387.0', 'Transcript_145826.0', 'Transcript_198094.0', 'Transcript_260133.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_93442.0']
GO:0007017	BP	4	4116	2	3.658494186783481	1.3181764685513386e-16	4	microtubule-based process	['Transcript_198094.0', 'Transcript_252768.0', 'Transcript_256468.0', 'Transcript_60206.0']
GO:1901701	BP	3	3046	4	3.6392046456556484	2.0659634755617467e-12	3	cellular response to oxygen-containing compound	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044267	BP	8	8057	4	3.627493960079347	1.4488713103475164e-33	8	cellular protein metabolic process	['Transcript_194211.0', 'Transcript_250052.0', 'Transcript_260829.0', 'Transcript_267416.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_5463.0', 'Transcript_7263.0']
GO:0042592	BP	5	4986	3	3.613205992493651	3.2852642888791236e-20	5	homeostatic process	['Transcript_145826.0', 'Transcript_251708.0', 'Transcript_45872.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0007010	BP	5	4905	5	3.589576246108751	1.1045561201100372e-19	5	cytoskeleton organization	['Transcript_198094.0', 'Transcript_252768.0', 'Transcript_256468.0', 'Transcript_57727.0', 'Transcript_60206.0']
GO:0090407	BP	3	2891	4	3.563857312645406	1.3739758650520478e-11	3	organophosphate biosynthetic process	['Transcript_17017.0', 'Transcript_223597.0', 'Transcript_51892.0']
GO:0002682	BP	3	2849	3	3.5427443254922073	3.0994556108659015e-11	3	regulation of immune system process	['Transcript_18634.0', 'Transcript_202000.0', 'Transcript_51892.0']
GO:0019438	BP	5	4746	4	3.5420352101960977	7.711779919842827e-19	5	aromatic compound biosynthetic process	['Transcript_17017.0', 'Transcript_196683.0', 'Transcript_41376.0', 'Transcript_51892.0', 'Transcript_5724.0']
GO:0009056	BP	6	5689	2	3.540463784863117	7.868979549196276e-23	6	catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_45497.0', 'Transcript_51892.0', 'Transcript_78707.0', 'Transcript_86125.0']
GO:0071705	BP	5	4721	4	3.534415592606143	7.51131532094802e-19	5	nitrogen compound transport	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0051234	BP	11	10364	2	3.5313286014323095	1.885155117299247e-43	11	establishment of localization	['Transcript_110387.0', 'Transcript_145826.0', 'Transcript_198094.0', 'Transcript_256468.0', 'Transcript_260133.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_93442.0']
GO:0034654	BP	4	3763	4	3.5291344939573936	8.047202345464597e-15	4	nucleobase-containing compound biosynthetic process	['Transcript_17017.0', 'Transcript_196683.0', 'Transcript_41376.0', 'Transcript_51892.0']
GO:0006753	BP	3	2813	4	3.5243982564830563	4.427116171157477e-11	3	nucleoside phosphate metabolic process	['Transcript_17017.0', 'Transcript_266408.0', 'Transcript_51892.0']
GO:0071840	BP	14	13100	2	3.521391189144083	1.7447522304266143e-56	14	cellular component organization or biogenesis	['Transcript_103374.0', 'Transcript_110387.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_198094.0', 'Transcript_250052.0', 'Transcript_252768.0', 'Transcript_256468.0', 'Transcript_260133.0', 'Transcript_57727.0', 'Transcript_60206.0', 'Transcript_7263.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0033036	BP	7	6536	2	3.5183042659775916	2.7521659422310887e-26	7	macromolecule localization	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_252768.0', 'Transcript_260133.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:1901360	BP	12	11198	3	3.5174578838813484	4.0723404299407298e-47	12	organic cyclic compound metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_25168.0', 'Transcript_266408.0', 'Transcript_41376.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_78707.0']
GO:0008104	BP	6	5537	3	3.5013932256987514	5.741814701412561e-22	6	protein localization	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_252768.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0009117	BP	3	2765	5	3.4995681842904256	6.061695076256945e-11	3	nucleotide metabolic process	['Transcript_17017.0', 'Transcript_266408.0', 'Transcript_51892.0']
GO:0000226	BP	4	3621	3	3.4736393813656896	3.3159949320075665e-14	4	microtubule cytoskeleton organization	['Transcript_198094.0', 'Transcript_252768.0', 'Transcript_256468.0', 'Transcript_60206.0']
GO:1901565	BP	4	3581	4	3.457613723210037	4.755979737539402e-14	4	organonitrogen compound catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_45497.0', 'Transcript_78707.0']
GO:0002790	BP	3	2659	5	3.4431724810260236	1.8491946662125858e-10	3	peptide secretion	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0071692	BP	3	2658	4	3.4426298084445306	2.894300725327538e-10	3	protein localization to extracellular region	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0035592	BP	3	2658	4	3.4426298084445306	2.894300725327538e-10	3	establishment of protein localization to extracellular region	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0009306	BP	3	2658	4	3.4426298084445306	2.894300725327538e-10	3	protein secretion	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044282	BP	3	2613	3	3.417995828488377	3.9691694913627167e-10	3	small molecule catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_78707.0']
GO:0048878	BP	4	3460	4	3.4080232424135994	2.0779071001072533e-13	4	chemical homeostasis	['Transcript_145826.0', 'Transcript_251708.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0046395	BP	3	2564	5	3.390684965787097	5.606659122447889e-10	3	carboxylic acid catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_78707.0']
GO:0016054	BP	3	2564	4	3.390684965787097	5.606659122447889e-10	3	organic acid catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_78707.0']
GO:0031099	BP	3	2529	3	3.3708557408315944	1.2617744149355159e-09	3	regeneration	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0009063	BP	3	2515	4	3.3628471038612453	1.196639180618206e-09	3	cellular amino acid catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_78707.0']
GO:0010033	BP	8	6681	3	3.357315263398458	4.9824386136702925e-26	8	response to organic substance	['Transcript_110387.0', 'Transcript_142907.0', 'Transcript_145826.0', 'Transcript_194211.0', 'Transcript_252340.0', 'Transcript_5463.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:1901606	BP	3	2505	5	3.3570993072509268	1.1811087202095796e-09	3	alpha-amino acid catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_78707.0']
GO:1901575	BP	6	4971	3	3.345824807110964	4.339646236921118e-19	6	organic substance catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_45497.0', 'Transcript_51892.0', 'Transcript_78707.0', 'Transcript_86125.0']
GO:0000122	BP	5	4136	8	3.343559295317085	7.090698697222565e-16	5	negative regulation of transcription by RNA polymerase II	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_32366.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0071310	BP	7	5676	4	3.3147708718924593	1.0258370517678579e-21	7	cellular response to organic substance	['Transcript_110387.0', 'Transcript_145826.0', 'Transcript_194211.0', 'Transcript_252340.0', 'Transcript_5463.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0071702	BP	7	5668	4	3.3127360407499262	1.0258370517678579e-21	7	organic substance transport	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_260133.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0019637	BP	4	3200	3	3.2953231096642366	3.911574020021984e-12	4	organophosphate metabolic process	['Transcript_17017.0', 'Transcript_223597.0', 'Transcript_266408.0', 'Transcript_51892.0']
GO:0045184	BP	5	3891	3	3.2554640899750056	1.3602440303437921e-14	5	establishment of protein localization	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0042221	BP	10	7723	2	3.2444844810424742	1.4890229319068525e-29	10	response to chemical	['Transcript_110387.0', 'Transcript_142907.0', 'Transcript_145826.0', 'Transcript_194211.0', 'Transcript_252340.0', 'Transcript_45872.0', 'Transcript_5463.0', 'Transcript_57727.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0009605	BP	4	3072	2	3.2364294206106687	1.739345095590835e-11	4	response to external stimulus	['Transcript_142907.0', 'Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0018130	BP	5	3777	4	3.212563893442322	6.159953577379419e-14	5	heterocycle biosynthetic process	['Transcript_17017.0', 'Transcript_196683.0', 'Transcript_41376.0', 'Transcript_51892.0', 'Transcript_5724.0']
GO:0015031	BP	5	3766	4	3.2083561096163784	5.905748153005081e-14	5	protein transport	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0042886	BP	5	3766	5	3.2083561096163784	5.905748153005081e-14	5	amide transport	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0015833	BP	5	3766	5	3.2083561096163784	5.905748153005081e-14	5	peptide transport	['Transcript_145826.0', 'Transcript_198094.0', 'Transcript_41376.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0048732	BP	6	4449	4	3.1857698023441428	1.9106807251705684e-16	6	gland development	['Transcript_101038.0', 'Transcript_145826.0', 'Transcript_25168.0', 'Transcript_47028.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0051716	BP	11	8153	2	3.185150600931393	5.809494301395311e-31	11	cellular response to stimulus	['Transcript_110387.0', 'Transcript_145826.0', 'Transcript_194211.0', 'Transcript_196683.0', 'Transcript_252340.0', 'Transcript_267416.0', 'Transcript_45872.0', 'Transcript_5463.0', 'Transcript_57727.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0019538	BP	12	8807	3	3.170939369719107	1.4452440253449937e-33	12	protein metabolic process	['Transcript_145826.0', 'Transcript_156153.0', 'Transcript_194211.0', 'Transcript_250052.0', 'Transcript_260829.0', 'Transcript_267416.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_5463.0', 'Transcript_7263.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044271	BP	7	5128	4	3.168292544450649	7.598013152518653e-19	7	cellular nitrogen compound biosynthetic process	['Transcript_17017.0', 'Transcript_196683.0', 'Transcript_250052.0', 'Transcript_41376.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_7263.0']
GO:1901605	BP	4	2913	4	3.1597569060298607	1.0963516491170194e-10	4	alpha-amino acid metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_25168.0', 'Transcript_78707.0']
GO:0044237	BP	23	16313	2	3.121639464924427	6.271115430789637e-67	23	cellular metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_142907.0', 'Transcript_17017.0', 'Transcript_194211.0', 'Transcript_196683.0', 'Transcript_223597.0', 'Transcript_250052.0', 'Transcript_25168.0', 'Transcript_260829.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_45872.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5463.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0', 'Transcript_78707.0']
GO:0070887	BP	9	6361	3	3.1165797896304515	2.512701621650736e-23	9	cellular response to chemical stimulus	['Transcript_110387.0', 'Transcript_145826.0', 'Transcript_194211.0', 'Transcript_252340.0', 'Transcript_45872.0', 'Transcript_5463.0', 'Transcript_57727.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:1901362	BP	7	4902	4	3.1032667666987477	1.1159594892727535e-17	7	organic cyclic compound biosynthetic process	['Transcript_102032.0', 'Transcript_117779.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_41376.0', 'Transcript_51892.0', 'Transcript_5724.0']
GO:0044249	BP	13	8410	3	2.988917286890927	1.965521672039119e-30	13	cellular biosynthetic process	['Transcript_100370.0', 'Transcript_142907.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_223597.0', 'Transcript_250052.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0']
GO:1901566	BP	10	6445	4	2.9835034682511634	8.966556258198254e-23	10	organonitrogen compound biosynthetic process	['Transcript_100370.0', 'Transcript_17017.0', 'Transcript_250052.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0']
GO:0006793	BP	7	4511	3	2.9833435685512613	9.761118044007624e-16	7	phosphorus metabolic process	['Transcript_17017.0', 'Transcript_194211.0', 'Transcript_223597.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_51892.0', 'Transcript_5463.0']
GO:0006950	BP	10	6431	2	2.980366199140918	8.809157302488941e-23	10	response to stress	['Transcript_103374.0', 'Transcript_130848.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_196683.0', 'Transcript_267416.0', 'Transcript_45872.0', 'Transcript_57727.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0006796	BP	7	4499	4	2.979500649410954	9.415240539065929e-16	7	phosphate-containing compound metabolic process	['Transcript_17017.0', 'Transcript_194211.0', 'Transcript_223597.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_51892.0', 'Transcript_5463.0']
GO:0010941	BP	3	1905	4	2.9620797015490408	1.1359609473982549e-06	3	regulation of cell death	['Transcript_194211.0', 'Transcript_39594.0', 'Transcript_5463.0']
GO:0006520	BP	5	3142	3	2.947006290296346	5.91359022330513e-11	5	cellular amino acid metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_25168.0', 'Transcript_68467.0', 'Transcript_78707.0']
GO:0030855	BP	5	3108	4	2.93130961340986	8.49401120787111e-11	5	epithelial cell differentiation	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0010817	BP	3	1810	3	2.888278401138924	3.266679505204015e-06	3	regulation of hormone levels	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0006807	BP	25	15075	2	2.8874811117895973	3.0580672395255934e-57	25	nitrogen compound metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_17017.0', 'Transcript_194211.0', 'Transcript_196683.0', 'Transcript_250052.0', 'Transcript_25168.0', 'Transcript_260829.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_45872.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5463.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0', 'Transcript_78707.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044238	BP	29	17469	2	2.8859953289179168	2.7236881315037492e-68	29	primary metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_142907.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_17017.0', 'Transcript_194211.0', 'Transcript_196683.0', 'Transcript_223597.0', 'Transcript_250052.0', 'Transcript_25168.0', 'Transcript_260829.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5463.0', 'Transcript_57727.0', 'Transcript_68467.0', 'Transcript_7263.0', 'Transcript_78707.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_93442.0']
GO:0043603	BP	3	1807	4	2.885885210032956	3.2543133610368993e-06	3	cellular amide metabolic process	['Transcript_250052.0', 'Transcript_45872.0', 'Transcript_7263.0']
GO:0071704	BP	31	18234	2	2.8516140697460877	2.4689058707031182e-71	31	organic substance metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_142907.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_17017.0', 'Transcript_194211.0', 'Transcript_196683.0', 'Transcript_223597.0', 'Transcript_250052.0', 'Transcript_25168.0', 'Transcript_260829.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_45872.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5463.0', 'Transcript_5724.0', 'Transcript_57727.0', 'Transcript_68467.0', 'Transcript_7263.0', 'Transcript_78707.0', 'Transcript_79591.0', 'Transcript_86125.0', 'Transcript_93442.0']
GO:0022607	BP	9	5293	4	2.8514118570820752	5.714418305661738e-18	9	cellular component assembly	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_198094.0', 'Transcript_252768.0', 'Transcript_57727.0', 'Transcript_60206.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0009058	BP	15	8625	2	2.81888506572125	9.541276485269676e-30	15	biosynthetic process	['Transcript_100370.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_142907.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_223597.0', 'Transcript_250052.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0']
GO:1901576	BP	15	8612	3	2.8167089284482274	9.541276485269676e-30	15	organic substance biosynthetic process	['Transcript_100370.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_142907.0', 'Transcript_17017.0', 'Transcript_196683.0', 'Transcript_223597.0', 'Transcript_250052.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0']
GO:0055086	BP	5	2838	3	2.8001976990627013	2.291377823793833e-09	5	nucleobase-containing small molecule metabolic process	['Transcript_100370.0', 'Transcript_17017.0', 'Transcript_266408.0', 'Transcript_41376.0', 'Transcript_51892.0']
GO:0048468	BP	8	4486	3	2.7826808249757846	8.924548552873302e-15	8	cell development	['Transcript_145826.0', 'Transcript_194211.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_41376.0', 'Transcript_5463.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0032496	BP	3	36	4	2.7635705793893317	0.0300978826654934	3	response to lipopolysaccharide	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0002237	BP	3	36	4	2.7635705793893317	0.0300978826654934	3	response to molecule of bacterial origin	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0043067	BP	3	1653	5	2.7573754284606697	1.8372537340927433e-05	3	regulation of programmed cell death	['Transcript_194211.0', 'Transcript_39594.0', 'Transcript_5463.0']
GO:0042981	BP	3	1646	6	2.751253039589982	1.8143156307398274e-05	3	regulation of apoptotic process	['Transcript_194211.0', 'Transcript_39594.0', 'Transcript_5463.0']
GO:0006518	BP	3	1645	4	2.75037628779096	1.8143156307398274e-05	3	peptide metabolic process	['Transcript_250052.0', 'Transcript_45872.0', 'Transcript_7263.0']
GO:0050878	BP	4	49	3	2.7338232359952794	0.01019153996237254	4	regulation of body fluid levels	['Transcript_145826.0', 'Transcript_156153.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0043933	BP	8	4229	4	2.6975677649183143	1.0321678064662882e-13	8	protein-containing complex subunit organization	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_252768.0', 'Transcript_57727.0', 'Transcript_60206.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0023061	BP	3	1577	4	2.6894713639588663	3.482112094558818e-05	3	signal release	['Transcript_145826.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0065003	BP	8	3987	5	2.6125548098868427	1.7825037118990144e-12	8	protein-containing complex assembly	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_252768.0', 'Transcript_57727.0', 'Transcript_60206.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0001775	BP	6	2687	2	2.4582850251815223	5.0930407016431156e-08	6	cell activation	['Transcript_145826.0', 'Transcript_156153.0', 'Transcript_18634.0', 'Transcript_202000.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:1901564	BP	24	10269	3	2.39251249689935	6.476573402043845e-31	24	organonitrogen compound metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_17017.0', 'Transcript_194211.0', 'Transcript_250052.0', 'Transcript_25168.0', 'Transcript_260829.0', 'Transcript_266408.0', 'Transcript_267416.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_45497.0', 'Transcript_45872.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5463.0', 'Transcript_5724.0', 'Transcript_68467.0', 'Transcript_7263.0', 'Transcript_78707.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0006082	BP	8	3367	3	2.3687149257171582	1.4685827166577366e-09	8	organic acid metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_142907.0', 'Transcript_25168.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_68467.0', 'Transcript_78707.0']
GO:0043436	BP	8	3367	4	2.3687149257171582	1.4685827166577366e-09	8	oxoacid metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_142907.0', 'Transcript_25168.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_68467.0', 'Transcript_78707.0']
GO:0019752	BP	8	3366	5	2.3682863812194612	1.4685827166577366e-09	8	carboxylic acid metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_142907.0', 'Transcript_25168.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_68467.0', 'Transcript_78707.0']
GO:0034622	BP	8	3317	6	2.3471302166775345	1.991640803483906e-09	8	cellular protein-containing complex assembly	['Transcript_103374.0', 'Transcript_145826.0', 'Transcript_156153.0', 'Transcript_252768.0', 'Transcript_57727.0', 'Transcript_60206.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044281	BP	16	5746	2	2.1398091974220357	8.19725957361614e-15	16	small molecule metabolic process	['Transcript_100370.0', 'Transcript_101038.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_142907.0', 'Transcript_17017.0', 'Transcript_25168.0', 'Transcript_266408.0', 'Transcript_27347.0', 'Transcript_41376.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_57727.0', 'Transcript_68467.0', 'Transcript_78707.0']
GO:1901617	BP	3	1077	4	2.1393069537125635	0.006034347570646595	3	organic hydroxy compound biosynthetic process	['Transcript_102032.0', 'Transcript_117779.0', 'Transcript_5724.0']
GO:0031016	BP	5	1769	4	2.1182571576926086	0.00010728293834687844	5	pancreas development	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0044283	BP	9	3125	3	2.091182392884012	7.323373619497216e-08	9	small molecule biosynthetic process	['Transcript_100370.0', 'Transcript_102032.0', 'Transcript_117779.0', 'Transcript_142907.0', 'Transcript_27347.0', 'Transcript_47028.0', 'Transcript_51892.0', 'Transcript_5724.0', 'Transcript_68467.0']
GO:0035270	BP	5	1722	4	2.079408252398994	0.00020058340468733104	5	endocrine system development	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0033365	BP	3	1002	5	2.0351712123635646	0.011030071111984114	3	protein localization to organelle	['Transcript_198094.0', 'Transcript_252768.0', 'Transcript_41376.0']
GO:0002065	BP	5	1617	5	1.9886427884758118	0.0004880803056506799	5	columnar/cuboidal epithelial cell differentiation	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:1901361	BP	4	1265	4	1.9563885894711848	0.003674482611229562	4	organic cyclic compound catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_51892.0', 'Transcript_78707.0']
GO:0019439	BP	4	1264	4	1.955247668066615	0.003670361811569964	4	aromatic compound catabolic process	['Transcript_101038.0', 'Transcript_25168.0', 'Transcript_51892.0', 'Transcript_78707.0']
GO:1901615	BP	4	1250	3	1.9391792994389616	0.0036061087873141295	4	organic hydroxy compound metabolic process	['Transcript_102032.0', 'Transcript_117779.0', 'Transcript_5724.0', 'Transcript_78707.0']
GO:0031018	BP	5	1479	3	1.8599451621012175	0.0016411445977899935	5	endocrine pancreas development	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
GO:0003309	BP	5	1428	8	1.8093190890312496	0.003026412879036999	5	type B pancreatic cell differentiation	['Transcript_145826.0', 'Transcript_244934.0', 'Transcript_25168.0', 'Transcript_79591.0', 'Transcript_93442.0']
