# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
....GO:0022607	BP	p	cellular component assembly	12/964	5293/59161	5.979446714113293e-25	4	12	1.940928403401175e-21	1.8920053409457487e-21	1.837483975247015e-21	1.1154760939087213e-23	Transcript_143010.0, Transcript_161244.0, Transcript_190433.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_289203.0, Transcript_32285.0, Transcript_38127.0, Transcript_44975.0, Transcript_61447.0, Transcript_80969.0
......GO:0045859	BP	p	regulation of protein kinase activity	0/964	3316/59161	6.804274107903729e-25	9	0	2.2086673754255502e-21	2.1529956815280023e-21	2.0902730059480255e-21	1.249336583579351e-23	
....GO:0021511	BP	p	spinal cord patterning	0/964	3322/59161	6.81246381064526e-25	4	0	2.2113257529354513e-21	2.155587051945463e-21	2.0921076362491594e-21	1.249336583579351e-23	
.....GO:0021513	BP	p	spinal cord dorsal/ventral patterning	0/964	3322/59161	6.81246381064526e-25	5	0	2.2113257529354513e-21	2.155587051945463e-21	2.0921076362491594e-21	1.249336583579351e-23	
......GO:0043408	BP	p	regulation of MAPK cascade	0/964	3335/59161	7.276785731563807e-25	9	0	2.362044648465612e-21	2.3025069253549134e-21	2.2332455410169323e-21	1.3269913755424785e-23	
......GO:0006468	BP	p	protein phosphorylation	1/964	3550/59161	7.3756168194372935e-25	7	1	2.3941252195893456e-21	2.333778873253833e-21	2.2628392402033615e-21	1.337500122675612e-23	Transcript_8860.0
...GO:0097485	BP	p	neuron projection guidance	3/964	3919/59161	1.0765190690403701e-24	3	3	3.494380898105042e-21	3.4063014951649494e-21	3.3016839847468153e-21	1.9413227211694673e-23	Transcript_244427.0, Transcript_8232.0, Transcript_8860.0
.....GO:0021953	BP	p	central nervous system neuron differentiation	4/964	4104/59161	1.3197236893722314e-24	5	4	4.283823095702263e-21	4.175845004139593e-21	4.046272831615261e-21	2.3667530915482116e-23	Transcript_47284.0, Transcript_65122.0, Transcript_70451.0, Transcript_86473.0
.......GO:0043410	BP	p	positive regulation of MAPK cascade	0/964	3279/59161	1.5748886749172397e-24	10	0	5.11208863878136e-21	4.9832332769274575e-21	4.82703378862134e-21	2.80883991141833e-23	
......GO:0060070	BP	p	canonical Wnt signaling pathway	1/964	3504/59161	1.672873309613108e-24	8	1	5.430146763004148e-21	5.2932744246102866e-21	5.125683820654562e-21	2.961942413936142e-23	Transcript_8860.0
....GO:0007411	BP	p	axon guidance	3/964	3910/59161	1.6789815285405116e-24	4	3	5.449974041642501e-21	5.31260193664754e-21	5.142720421919587e-21	2.961942413936142e-23	Transcript_244427.0, Transcript_8232.0, Transcript_8860.0
....GO:0043933	BP	p	protein-containing complex subunit organization	5/964	4229/59161	1.893384650332929e-24	4	5	6.145926574980688e-21	5.991012282857725e-21	5.797543799319428e-21	3.322122472962534e-23	Transcript_143010.0, Transcript_190433.0, Transcript_289203.0, Transcript_32285.0, Transcript_44975.0
..GO:0033036	BP	p	macromolecule localization	23/964	6536/59161	2.0975857954976524e-24	2	23	6.80876349218538e-21	6.6371417255150085e-21	6.420710120018314e-21	3.660625533433e-23	Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_161244.0, Transcript_167708.0, Transcript_202778.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_245954.0, Transcript_246400.0, Transcript_26110.0, Transcript_272737.0, Transcript_38127.0, Transcript_61447.0, Transcript_70417.0, Transcript_74504.0, Transcript_75823.0, Transcript_80969.0, Transcript_88227.0, Transcript_90437.0, Transcript_94412.0, Transcript_96560.0
...GO:0021517	BP	p	ventral spinal cord development	0/964	3222/59161	3.5387582247482116e-24	3	0	1.1486809197532695e-20	1.1197272559911394e-20	1.0828600167729528e-20	6.142678715258126e-23	
.......GO:0045860	BP	p	positive regulation of protein kinase activity	0/964	3232/59161	3.5968460678896585e-24	10	0	1.1675362336369832e-20	1.1381073026279349e-20	1.1002752121674465e-20	6.204969302015799e-23	
......GO:0033674	BP	p	positive regulation of kinase activity	0/964	3233/59161	3.612874917070197e-24	9	0	1.1727391980809861e-20	1.1431791210935487e-20	1.1048171496400663e-20	6.204969302015799e-23	
.....GO:0051347	BP	p	positive regulation of transferase activity	0/964	3241/59161	3.814274282998209e-24	5	0	1.2381134322612186e-20	1.2069055316156954e-20	1.1660236483125525e-20	6.516386485585361e-23	
....GO:0021515	BP	p	cell differentiation in spinal cord	0/964	3203/59161	5.3483745107288485e-24	4	0	1.7360823661825842e-20	1.692322655170225e-20	1.634463250478736e-20	9.089436472160127e-23	
......GO:0030001	BP	p	metal ion transport	10/964	4861/59161	8.097234088064737e-24	6	10	2.6283621849858138e-20	2.5621116591517788e-20	2.4737050139037772e-20	1.3689386380134446e-22	Transcript_168015.0, Transcript_216841.0, Transcript_226660.0, Transcript_244099.0, Transcript_80386.0, Transcript_8860.0, Transcript_90437.0, Transcript_92374.0, Transcript_94126.0, Transcript_97485.0
.......GO:0071900	BP	p	regulation of protein serine/threonine kinase activity	0/964	3194/59161	8.714921898996545e-24	10	0	2.828863648414278e-20	2.757559280511403e-20	2.6615371479535446e-20	1.465732460318279e-22	
.....GO:0007169	BP	p	transmembrane receptor protein tyrosine kinase signaling pathway	6/964	4297/59161	8.869238601980645e-24	7	6	2.878954850202917e-20	2.8063878829227144e-20	2.707778545184691e-20	1.4839973454654212e-22	Transcript_110081.0, Transcript_244427.0, Transcript_268824.0, Transcript_41509.0, Transcript_67453.0, Transcript_76702.0
........GO:0043406	BP	p	positive regulation of MAP kinase activity	0/964	3153/59161	1.2148329673232494e-23	12	0	3.9433478119312674e-20	3.84395174407605e-20	3.707670216270557e-20	2.006675228697618e-22	
.......GO:0043405	BP	p	regulation of MAP kinase activity	0/964	3154/59161	1.2152957415511599e-23	11	0	3.944849977075065e-20	3.845416045628888e-20	3.707867307472589e-20	2.006675228697618e-22	
....GO:0006996	BP	p	organelle organization	43/964	8481/59161	1.2178528036150055e-23	4	43	3.9531502005343076e-20	3.8535070535653017e-20	3.714451051025767e-20	2.006675228697618e-22	Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_167708.0, Transcript_190433.0, Transcript_202778.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_245954.0, Transcript_26110.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_37185.0, Transcript_38127.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_45237.0, Transcript_54864.0, Transcript_60399.0, Transcript_61447.0, Transcript_64335.0, Transcript_66899.0, Transcript_70417.0, Transcript_74504.0, Transcript_77060.0, Transcript_80969.0, Transcript_84606.0, Transcript_88227.0, Transcript_94412.0, Transcript_95360.0, Transcript_98845.0
........GO:0071902	BP	p	positive regulation of protein serine/threonine kinase activity	0/964	3159/59161	1.2268462372428709e-23	11	0	3.9823428860903585e-20	3.881963907971581e-20	3.7406541773535135e-20	2.0112842859042215e-22	
.....GO:0006869	BP	p	lipid transport	1/964	3385/59161	1.293020977151329e-23	5	1	4.197146091833214e-20	4.0913527817732014e-20	3.9411279383572505e-20	2.1091186391121677e-22	Transcript_75823.0
...GO:0010876	BP	p	lipid localization	1/964	3394/59161	1.3147743640159942e-23	3	1	4.2677575855959174e-20	4.160184441455797e-20	4.0061174871567345e-20	2.1338787927979586e-22	Transcript_75823.0
..GO:0140352	BP	p	export from cell	7/964	4395/59161	1.6667371783504398e-23	4	7	5.4102288809255275e-20	5.273858592884067e-20	5.0768814452554397e-20	2.678331129171053e-22	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
...GO:0032940	BP	p	secretion by cell	7/964	4395/59161	1.6667371783504398e-23	5	7	5.4102288809255275e-20	5.273858592884067e-20	5.0768814452554397e-20	2.678331129171053e-22	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
....GO:0060581	BP	p	cell fate commitment involved in pattern specification	0/964	3141/59161	1.8993405344967087e-23	4	0	6.165259374976317e-20	6.009857780086303e-20	5.781592587007981e-20	3.037073583732176e-22	
...GO:0006520	BP	p	cellular amino acid metabolic process	0/964	3142/59161	1.9114590683775633e-23	6	0	6.204596135953571e-20	6.048203018238341e-20	5.816569945072925e-20	3.0414686940948873e-22	
....GO:0030182	BP	p	neuron differentiation	13/964	5209/59161	1.9611046309367442e-23	4	13	6.365745632020672e-20	6.205290578354102e-20	5.965680287309575e-20	3.1052417717174008e-22	Transcript_102286.0, Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_258871.0, Transcript_26110.0, Transcript_38127.0, Transcript_47284.0, Transcript_61447.0, Transcript_65122.0, Transcript_70451.0, Transcript_80969.0, Transcript_86473.0
.....GO:0021514	BP	p	ventral spinal cord interneuron differentiation	0/964	3148/59161	2.007295788176515e-23	6	0	6.515682128420967e-20	6.351447773794668e-20	6.104186491844781e-20	3.1629524895247417e-22	
..GO:0051716	BP	p	cellular response to stimulus	40/964	8153/59161	2.3588915479410333e-23	2	40	7.656961964616595e-20	7.463960498020851e-20	7.171030305740741e-20	3.6990154418437653e-22	Transcript_106816.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_176163.0, Transcript_234590.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272737.0, Transcript_289203.0, Transcript_32285.0, Transcript_34204.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_52618.0, Transcript_54864.0, Transcript_58526.0, Transcript_59097.0, Transcript_60399.0, Transcript_61403.0, Transcript_61635.0, Transcript_64335.0, Transcript_66899.0, Transcript_73541.0, Transcript_77060.0, Transcript_84606.0, Transcript_95360.0, Transcript_98218.0, Transcript_98845.0
....GO:0072331	BP	p	signal transduction by p53 class mediator	0/964	3111/59161	2.7836122450373524e-23	6	0	9.035605347391246e-20	8.807853780688227e-20	8.459397612668514e-20	4.344041032399638e-22	
...GO:0044283	BP	p	small molecule biosynthetic process	0/964	3125/59161	3.0457206178796586e-23	3	0	9.886409125637371e-20	9.637212189642262e-20	9.252899237118403e-20	4.730339294563335e-22	
......GO:0034622	BP	p	cellular protein-containing complex assembly	1/964	3317/59161	4.4015102406077485e-23	6	1	1.4287302241012752e-19	1.3927176345265249e-19	1.3367386600725731e-19	6.80347725762512e-22	Transcript_190433.0
........GO:0032147	BP	p	activation of protein kinase activity	0/964	3056/59161	6.278397688181646e-23	11	0	2.0379678895837625e-19	1.9865988487837285e-19	1.9061215381319478e-19	9.641427847558804e-22	
.GO:0050896	BP	p	response to stimulus	73/964	11086/59161	6.323927622416e-23	1	73	2.0527469062362334e-19	2.0010053453816463e-19	1.9193120334032558e-19	9.641427847558804e-22	Transcript_106816.0, Transcript_110081.0, Transcript_126778.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_165554.0, Transcript_176163.0, Transcript_234590.0, Transcript_236745.0, Transcript_237975.0, Transcript_238685.0, Transcript_245524.0, Transcript_249133.0, Transcript_255277.0, Transcript_26092.0, Transcript_263892.0, Transcript_264360.0, Transcript_267768.0, Transcript_268824.0, Transcript_271092.0, Transcript_271145.0, Transcript_272737.0, Transcript_289203.0, Transcript_32285.0, Transcript_33079.0, Transcript_34204.0, Transcript_35111.0, Transcript_37185.0, Transcript_38104.0, Transcript_40150.0, Transcript_40849.0, Transcript_41509.0, Transcript_42895.0, Transcript_43050.0, Transcript_44975.0, Transcript_45237.0, Transcript_52603.0, Transcript_52618.0, Transcript_53946.0, Transcript_54864.0, Transcript_58526.0, Transcript_59097.0, Transcript_59196.0, Transcript_60399.0, Transcript_61403.0, Transcript_61635.0, Transcript_64335.0, Transcript_65382.0, Transcript_66870.0, Transcript_66899.0, Transcript_67453.0, Transcript_71160.0, Transcript_73541.0, Transcript_75195.0, Transcript_76702.0, Transcript_77060.0, Transcript_81023.0, Transcript_81220.0, Transcript_83196.0, Transcript_84606.0, Transcript_86322.0, Transcript_86730.0, Transcript_8860.0, Transcript_89094.0, Transcript_89100.0, Transcript_95360.0, Transcript_96266.0, Transcript_98218.0, Transcript_98845.0
.....GO:0006487	BP	p	protein N-linked glycosylation	0/964	3064/59161	6.326630103296442e-23	8	0	2.0536241315300252e-19	2.0018604593251378e-19	1.9194995733401406e-19	9.641427847558804e-22	
..GO:0009058	BP	p	biosynthetic process	46/964	8625/59161	7.147786077444978e-23	2	46	2.32017136073864e-19	2.2616890961740123e-19	2.1679235172890619e-19	1.0841922246442243e-21	Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_167708.0, Transcript_202778.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_245954.0, Transcript_26110.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272737.0, Transcript_37185.0, Transcript_38127.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_61447.0, Transcript_66899.0, Transcript_70417.0, Transcript_74504.0, Transcript_77060.0, Transcript_80969.0, Transcript_84606.0, Transcript_88227.0, Transcript_90437.0, Transcript_92482.0, Transcript_94412.0, Transcript_95360.0, Transcript_96560.0, Transcript_98845.0
....GO:1901701	BP	p	cellular response to oxygen-containing compound	0/964	3046/59161	9.770385514660345e-23	4	0	3.171467138058748e-19	3.091527102868016e-19	2.9623808880450166e-19	1.4751009944459292e-21	
....GO:0046903	BP	p	secretion	8/964	4442/59161	9.916071045425825e-23	4	8	3.2187566613452227e-19	3.1376246459159735e-19	3.0055611338685675e-19	1.4901651209931587e-21	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_75823.0, Transcript_80969.0
...GO:1901576	BP	p	organic substance biosynthetic process	46/964	8612/59161	1.0068413236011805e-22	3	46	3.268206936409432e-19	3.1858284768088444e-19	3.050729210511577e-19	1.506086145810798e-21	Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_167708.0, Transcript_202778.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_245954.0, Transcript_26110.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272737.0, Transcript_37185.0, Transcript_38127.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_61447.0, Transcript_66899.0, Transcript_70417.0, Transcript_74504.0, Transcript_77060.0, Transcript_80969.0, Transcript_84606.0, Transcript_88227.0, Transcript_90437.0, Transcript_92482.0, Transcript_94412.0, Transcript_95360.0, Transcript_96560.0, Transcript_98845.0
.....GO:0065003	BP	p	protein-containing complex assembly	5/964	3987/59161	1.0190033110475145e-22	5	5	3.307684747660232e-19	3.224311209919698e-19	3.0865610291629216e-19	1.5172865814955193e-21	Transcript_143010.0, Transcript_190433.0, Transcript_289203.0, Transcript_32285.0, Transcript_44975.0
...GO:0048519	BP	p	negative regulation of biological process	61/964	9980/59161	1.165930898306182e-22	3	61	3.7846116959018664e-19	3.6892167323144985e-19	3.530438760071119e-19	1.7281331944757384e-21	Transcript_108722.0, Transcript_110081.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_176163.0, Transcript_184942.0, Transcript_222474.0, Transcript_234590.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_246268.0, Transcript_255277.0, Transcript_26229.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_34204.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_41509.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_52618.0, Transcript_53709.0, Transcript_54864.0, Transcript_58526.0, Transcript_59097.0, Transcript_60029.0, Transcript_60399.0, Transcript_61403.0, Transcript_61635.0, Transcript_63015.0, Transcript_64335.0, Transcript_65535.0, Transcript_66899.0, Transcript_67453.0, Transcript_68249.0, Transcript_73541.0, Transcript_76702.0, Transcript_77060.0, Transcript_81023.0, Transcript_81460.0, Transcript_84606.0, Transcript_8860.0, Transcript_92482.0, Transcript_95360.0, Transcript_98218.0, Transcript_98845.0
.....GO:0016050	BP	p	vesicle organization	7/964	4275/59161	1.1874661763837222e-22	5	7	3.8545152085415623e-19	3.757358256253976e-19	3.5944601159135273e-19	1.752052367518892e-21	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
.........GO:0000187	BP	p	activation of MAPK activity	0/964	3014/59161	1.4261275025187303e-22	13	0	4.629209873175798e-19	4.512525958741967e-19	4.315461822621678e-19	2.0946651009845242e-21	
......GO:0051493	BP	p	regulation of cytoskeleton organization	0/964	3030/59161	1.5618246627572385e-22	6	0	5.069682855309997e-19	4.941896374095692e-19	4.724519604840647e-19	2.2836409258153136e-21	
....GO:1903530	BP	p	regulation of secretion by cell	7/964	4246/59161	1.7587291257841915e-22	6	7	5.708834742295486e-19	5.564937791663195e-19	5.318396876371395e-19	2.5485869385247707e-21	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
.....GO:0051046	BP	p	regulation of secretion	7/964	4246/59161	1.7587291257841915e-22	5	7	5.708834742295486e-19	5.564937791663195e-19	5.318396876371395e-19	2.5485869385247707e-21	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
.....GO:0030334	BP	p	regulation of cell migration	0/964	3007/59161	2.3656667321424437e-22	6	0	7.678954212534372e-19	7.4853984090983155e-19	7.149044864534465e-19	3.4128685389041654e-21	
....GO:0009892	BP	p	negative regulation of metabolic process	33/964	7264/59161	2.780750086433512e-22	4	33	9.02631478056318e-19	8.79879739198872e-19	8.400646011115639e-19	3.993944593169549e-21	Transcript_108722.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_66899.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_92482.0, Transcript_95360.0, Transcript_98845.0
......GO:0045934	BP	p	negative regulation of nucleobase-containing compound metabolic process	30/964	6936/59161	3.0747631958136183e-22	6	30	9.980681333611006e-19	9.729108171315933e-19	9.285784851357127e-19	4.39677591789031e-21	Transcript_108722.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_60399.0, Transcript_66899.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_95360.0, Transcript_98845.0
......GO:1902532	BP	p	negative regulation of intracellular signal transduction	0/964	2970/59161	3.2563489482558747e-22	7	0	1.057010868603857e-18	1.0303678411484632e-18	9.830917474784487e-19	4.636012581595864e-21	
...GO:0019637	BP	p	organophosphate metabolic process	1/964	3200/59161	3.370254918844243e-22	4	1	1.0939847466568412e-18	1.0664097552289302e-18	1.0171429345071926e-18	4.7772259679338054e-21	Transcript_75823.0
......GO:0051253	BP	p	negative regulation of RNA metabolic process	30/964	6910/59161	4.393126587210142e-22	7	30	1.4260088902084123e-18	1.3900648946053764e-18	1.3254062913613e-18	6.200038653080053e-21	Transcript_108722.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_60399.0, Transcript_66899.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_95360.0, Transcript_98845.0
.....GO:0010605	BP	p	negative regulation of macromolecule metabolic process	33/964	7211/59161	5.6320358770223675e-22	5	33	1.8281588456814605e-18	1.782078253924966e-18	1.698622020509946e-18	7.9141075570626e-21	Transcript_108722.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_66899.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_92482.0, Transcript_95360.0, Transcript_98845.0
....GO:1901605	BP	p	alpha-amino acid metabolic process	0/964	2913/59161	7.312845991976496e-22	7	0	2.3737498089955705e-18	2.31391704548119e-18	2.2048230665809134e-18	1.0231680211187804e-20	
.....GO:0015711	BP	p	organic anion transport	1/964	3152/59161	7.572474713294902e-22	6	1	2.458025291935525e-18	2.396068279681156e-18	2.282343878587083e-18	1.0549464772255473e-20	Transcript_75823.0
....GO:0090407	BP	p	organophosphate biosynthetic process	0/964	2891/59161	1.0974617366166189e-21	5	0	3.562360797057545e-18	3.472567892044765e-18	3.3066522124258726e-18	1.5223764089989508e-20	
..GO:0009653	BP	p	anatomical structure morphogenesis	77/964	11176/59161	1.1293534374053753e-21	2	77	3.665881257817848e-18	3.5734790149447354e-18	3.4016125534649906e-18	1.5599494714118504e-20	Transcript_102286.0, Transcript_110159.0, Transcript_140706.0, Transcript_143010.0, Transcript_145869.0, Transcript_148917.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_159605.0, Transcript_161244.0, Transcript_161383.0, Transcript_175743.0, Transcript_190519.0, Transcript_200836.0, Transcript_205376.0, Transcript_22662.0, Transcript_234067.0, Transcript_234534.0, Transcript_236100.0, Transcript_236745.0, Transcript_238685.0, Transcript_242817.0, Transcript_244427.0, Transcript_245524.0, Transcript_245954.0, Transcript_246268.0, Transcript_258871.0, Transcript_26110.0, Transcript_26229.0, Transcript_263083.0, Transcript_263190.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_271136.0, Transcript_289203.0, Transcript_30036.0, Transcript_31449.0, Transcript_32285.0, Transcript_34218.0, Transcript_34924.0, Transcript_37185.0, Transcript_38127.0, Transcript_40150.0, Transcript_40849.0, Transcript_40915.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_45799.0, Transcript_46891.0, Transcript_50731.0, Transcript_50733.0, Transcript_53709.0, Transcript_53884.0, Transcript_54758.0, Transcript_58371.0, Transcript_60029.0, Transcript_60399.0, Transcript_60447.0, Transcript_61447.0, Transcript_61969.0, Transcript_65535.0, Transcript_66870.0, Transcript_66899.0, Transcript_70307.0, Transcript_77060.0, Transcript_80969.0, Transcript_8232.0, Transcript_84079.0, Transcript_84606.0, Transcript_86957.0, Transcript_8860.0, Transcript_95360.0, Transcript_95640.0, Transcript_98845.0
...GO:0044249	BP	p	cellular biosynthetic process	46/964	8410/59161	1.604753049749308e-21	3	46	5.209028399486254e-18	5.077729572969219e-18	4.831911432795166e-18	2.2072154235111243e-20	Transcript_139138.0, Transcript_141699.0, Transcript_143830.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161244.0, Transcript_161383.0, Transcript_167708.0, Transcript_202778.0, Transcript_232611.0, Transcript_232760.0, Transcript_234067.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_245954.0, Transcript_26110.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272737.0, Transcript_37185.0, Transcript_38127.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_61447.0, Transcript_66899.0, Transcript_70417.0, Transcript_74504.0, Transcript_77060.0, Transcript_80969.0, Transcript_84606.0, Transcript_88227.0, Transcript_90437.0, Transcript_92482.0, Transcript_94412.0, Transcript_95360.0, Transcript_96560.0, Transcript_98845.0
......GO:0010629	BP	p	negative regulation of gene expression	33/964	7140/59161	1.6499665098309678e-21	6	33	5.3557912909113216e-18	5.220793157356096e-18	4.966399194591213e-18	2.2598275489077308e-20	Transcript_108722.0, Transcript_143010.0, Transcript_145869.0, Transcript_150382.0, Transcript_154565.0, Transcript_158163.0, Transcript_161383.0, Transcript_236745.0, Transcript_238685.0, Transcript_245524.0, Transcript_263626.0, Transcript_263892.0, Transcript_264360.0, Transcript_271092.0, Transcript_272299.0, Transcript_289203.0, Transcript_32285.0, Transcript_37185.0, Transcript_40150.0, Transcript_40849.0, Transcript_42895.0, Transcript_44975.0, Transcript_45237.0, Transcript_47511.0, Transcript_51090.0, Transcript_60399.0, Transcript_66899.0, Transcript_77060.0, Transcript_81460.0, Transcript_84606.0, Transcript_92482.0, Transcript_95360.0, Transcript_98845.0
.....GO:0071407	BP	p	cellular response to organic cyclic compound	0/964	2874/59161	1.658213273961736e-21	5	0	5.382560287279795e-18	5.2468874141108316e-18	4.989563741350864e-18	2.2615799526385693e-20	
.......GO:0018205	BP	p	peptidyl-lysine modification	0/964	2879/59161	1.689142873577097e-21	8	0	5.482957767631257e-18	5.344754274480126e-18	5.080941763719908e-18	2.2941245889670532e-20	
..GO:0007017	BP	p	microtubule-based process	7/964	4116/59161	1.884426930014658e-21	2	7	6.1168498148275804e-18	5.9626684318374225e-18	5.666471778554077e-18	2.5257258374131385e-20	Transcript_161244.0, Transcript_234067.0, Transcript_245954.0, Transcript_26110.0, Transcript_38127.0, Transcript_61447.0, Transcript_80969.0
