go	onto	in_study	in_population	depth	log2fc	fdr	n_genes	description	genes
GO:0060284	BP	8	7452	5	3.5009011012746973	8.914309623255316e-30	8	regulation of cell development	['Transcript_102519.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0050767	BP	8	7405	6	3.49177316250927	2.1382853369062364e-29	8	regulation of neurogenesis	['Transcript_102519.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0007165	BP	16	14803	2	3.4910911062856975	8.320826226780439e-64	16	signal transduction	['Transcript_11892.0', 'Transcript_12207.0', 'Transcript_123380.0', 'Transcript_187368.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19643.0', 'Transcript_19653.0', 'Transcript_211997.0', 'Transcript_212947.0', 'Transcript_241184.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_45430.0', 'Transcript_5147.0', 'Transcript_8966.0']
GO:0016310	BP	4	3696	5	3.489238183749117	2.8061368031282505e-14	4	phosphorylation	['Transcript_267416.0', 'Transcript_291214.0', 'Transcript_48093.0', 'Transcript_85668.0']
GO:0048729	BP	7	6446	3	3.4843226933350007	2.6684829580667854e-25	7	tissue morphogenesis	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_185363.0', 'Transcript_19653.0', 'Transcript_278134.0']
GO:0044092	BP	3	2713	3	3.4581999738937697	2.1164736702670374e-10	3	negative regulation of molecular function	['Transcript_198025.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0019693	BP	3	2698	4	3.450201274560171	2.0139681668139408e-10	3	ribose phosphate metabolic process	['Transcript_11892.0', 'Transcript_259687.0', 'Transcript_48093.0']
GO:0010468	BP	14	12567	5	3.447486889863135	2.217761513425209e-52	14	regulation of gene expression	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0009150	BP	3	2681	6	3.4410821455944647	3.039877628476852e-10	3	purine ribonucleotide metabolic process	['Transcript_11892.0', 'Transcript_259687.0', 'Transcript_48093.0']
GO:0009259	BP	3	2681	5	3.4410821455944647	3.039877628476852e-10	3	ribonucleotide metabolic process	['Transcript_11892.0', 'Transcript_259687.0', 'Transcript_48093.0']
GO:0010629	BP	8	7140	6	3.439197501249522	6.357923003043893e-28	8	negative regulation of gene expression	['Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_268558.0', 'Transcript_8966.0']
GO:0002790	BP	3	2659	5	3.429194703469571	2.871306206497948e-10	3	peptide secretion	['Transcript_10670.0', 'Transcript_19329.0', 'Transcript_278134.0']
GO:0009306	BP	3	2658	4	3.428652030888078	2.871306206497948e-10	3	protein secretion	['Transcript_10670.0', 'Transcript_19329.0', 'Transcript_278134.0']
GO:0035592	BP	3	2658	4	3.428652030888078	2.871306206497948e-10	3	establishment of protein localization to extracellular region	['Transcript_10670.0', 'Transcript_19329.0', 'Transcript_278134.0']
GO:0071692	BP	3	2658	4	3.428652030888078	2.871306206497948e-10	3	protein localization to extracellular region	['Transcript_10670.0', 'Transcript_19329.0', 'Transcript_278134.0']
GO:0048518	BP	14	12342	3	3.4214227995215456	4.4711897742734126e-51	14	positive regulation of biological process	['Transcript_102519.0', 'Transcript_133708.0', 'Transcript_19329.0', 'Transcript_19653.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0006397	BP	5	4394	7	3.4168802018689735	9.378795948037186e-17	5	mRNA processing	['Transcript_190433.0', 'Transcript_207314.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_8966.0']
GO:0048731	BP	17	14936	3	3.416532513308922	1.8445015143241137e-63	17	system development	['Transcript_101038.0', 'Transcript_102519.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_21585.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0048522	BP	14	12257	4	3.4114525107666176	1.9303150290817103e-50	14	positive regulation of cellular process	['Transcript_102519.0', 'Transcript_133708.0', 'Transcript_19329.0', 'Transcript_19653.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0051248	BP	3	2621	6	3.4084282799403205	4.142487954824541e-10	3	negative regulation of protein metabolic process	['Transcript_185711.0', 'Transcript_198025.0', 'Transcript_291214.0']
GO:0032269	BP	3	2621	6	3.4084282799403205	4.142487954824541e-10	3	negative regulation of cellular protein metabolic process	['Transcript_185711.0', 'Transcript_198025.0', 'Transcript_291214.0']
GO:0030182	BP	6	5209	4	3.399317363362606	8.576259371921853e-20	6	neuron differentiation	['Transcript_102519.0', 'Transcript_19653.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0043086	BP	3	2584	4	3.3879169963058287	9.165108902775494e-10	3	negative regulation of catalytic activity	['Transcript_198025.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0007409	BP	6	5134	8	3.378394222187322	1.7828730208697835e-19	6	axonogenesis	['Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_8966.0']
GO:0002009	BP	6	5120	4	3.374454736499266	1.7433379412279613e-19	6	morphogenesis of an epithelium	['Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0051171	BP	16	13564	4	3.3649842113584905	3.9901350789708824e-56	16	regulation of nitrogen compound metabolic process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0045936	BP	3	2540	7	3.3631394232714316	1.2608942049769607e-09	3	negative regulation of phosphate metabolic process	['Transcript_198025.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0010563	BP	3	2540	6	3.3631394232714316	1.2608942049769607e-09	3	negative regulation of phosphorus metabolic process	['Transcript_198025.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0010972	BP	3	24	8	3.362510857666941	0.010542111875393945	3	negative regulation of G2/M transition of mitotic cell cycle	['Transcript_185711.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0198738	BP	5	4223	3	3.359613579246999	5.819539030332871e-16	5	cell-cell signaling by wnt	['Transcript_10670.0', 'Transcript_19329.0', 'Transcript_241184.0', 'Transcript_278134.0', 'Transcript_5147.0']
GO:0015672	BP	3	2531	6	3.358018433722587	1.2470942090091185e-09	3	monovalent inorganic cation transport	['Transcript_11892.0', 'Transcript_284550.0', 'Transcript_86125.0']
GO:0048598	BP	6	5052	3	3.355165565399455	3.762897203381143e-19	6	embryonic morphogenesis	['Transcript_10670.0', 'Transcript_133708.0', 'Transcript_185363.0', 'Transcript_19653.0', 'Transcript_278134.0', 'Transcript_48093.0']
GO:0031400	BP	3	2523	7	3.3534511325882033	1.9409298071426564e-09	3	negative regulation of protein modification process	['Transcript_185711.0', 'Transcript_198025.0', 'Transcript_291214.0']
GO:0021953	BP	5	4104	5	3.3183760630527512	2.7204412741863395e-15	5	central nervous system neuron differentiation	['Transcript_102519.0', 'Transcript_19653.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0031323	BP	17	13929	4	3.315830367370538	4.1786370814560826e-57	17	regulation of cellular metabolic process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0033043	BP	4	3271	5	3.313005186415838	3.0658272568429794e-12	4	regulation of organelle organization	['Transcript_185711.0', 'Transcript_211997.0', 'Transcript_247529.0', 'Transcript_8966.0']
GO:0005975	BP	4	3257	3	3.306817146728963	2.9866618062470784e-12	4	carbohydrate metabolic process	['Transcript_10566.0', 'Transcript_116851.0', 'Transcript_185711.0', 'Transcript_48093.0']
GO:0006490	BP	3	25	4	3.303617168613372	0.01185944481647388	3	oligosaccharide-lipid intermediate biosynthetic process	['Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0080090	BP	17	13724	4	3.2944397116403743	5.343920413738833e-56	17	regulation of primary metabolic process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0048812	BP	7	5588	7	3.2782505256849186	6.251453830352269e-21	7	neuron projection morphogenesis	['Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_8966.0', 'Transcript_99859.0']
GO:0048858	BP	7	5588	5	3.2782505256849186	6.251453830352269e-21	7	cell projection morphogenesis	['Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_8966.0', 'Transcript_99859.0']
GO:0120039	BP	7	5588	6	3.2782505256849186	6.251453830352269e-21	7	plasma membrane bounded cell projection morphogenesis	['Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_8966.0', 'Transcript_99859.0']
GO:0030154	BP	16	12765	3	3.2773950596275405	2.328031914068091e-51	16	cell differentiation	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_152734.0', 'Transcript_18460.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:1902750	BP	4	34	8	3.2750480164166014	0.0028665299076980617	4	negative regulation of cell cycle G2/M phase transition	['Transcript_185711.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0007492	BP	3	2382	4	3.2704843394760172	7.957043562481612e-09	3	endoderm development	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0006396	BP	7	5450	6	3.2421747348271066	4.643759766577553e-20	7	RNA processing	['Transcript_133708.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_231300.0', 'Transcript_8966.0']
GO:0060255	BP	18	13841	4	3.2242247006202476	1.2209361175772057e-55	18	regulation of macromolecule metabolic process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0045664	BP	6	4601	7	3.2202583827151483	7.638798539415078e-17	6	regulation of neuron differentiation	['Transcript_102519.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0080134	BP	4	3050	4	3.21208266967067	4.123124858409781e-11	4	regulation of response to stress	['Transcript_133708.0', 'Transcript_236739.0', 'Transcript_277684.0', 'Transcript_8966.0']
GO:0019222	BP	19	14357	3	3.19902832742693	1.0118184410778956e-57	19	regulation of metabolic process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0']
GO:0048856	BP	24	18120	2	3.1978219765455007	1.5977350787360624e-76	24	anatomical structure development	['Transcript_101038.0', 'Transcript_102519.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_18460.0', 'Transcript_185363.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_21585.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_48093.0', 'Transcript_5147.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0009888	BP	14	10553	3	3.1954997854750666	1.138540684774372e-40	14	tissue development	['Transcript_102519.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_185363.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_37075.0', 'Transcript_5147.0', 'Transcript_77714.0']
GO:0031399	BP	5	3740	6	3.184383602220696	1.458707019113612e-13	5	regulation of protein modification process	['Transcript_185711.0', 'Transcript_198025.0', 'Transcript_267416.0', 'Transcript_278134.0', 'Transcript_291214.0']
GO:0065008	BP	13	9611	2	3.167520256396672	2.2702018913372267e-36	13	regulation of biological quality	['Transcript_133708.0', 'Transcript_190433.0', 'Transcript_19329.0', 'Transcript_211997.0', 'Transcript_21915.0', 'Transcript_219288.0', 'Transcript_2214.0', 'Transcript_22207.0', 'Transcript_236739.0', 'Transcript_241184.0', 'Transcript_277684.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:0048869	BP	19	14001	2	3.1628038815747734	1.5440481249523536e-55	19	cellular developmental process	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_152734.0', 'Transcript_18460.0', 'Transcript_19329.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_241184.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0', 'Transcript_92122.0', 'Transcript_99859.0']
GO:0000288	BP	4	37	8	3.153057492037991	0.0038682003796939417	4	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	['Transcript_133708.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0']
GO:1901137	BP	6	4382	4	3.1499004106021258	1.0560312960999585e-15	6	carbohydrate derivative biosynthetic process	['Transcript_21124.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0009892	BP	10	7264	4	3.1421095347366124	9.482813872061616e-27	10	negative regulation of metabolic process	['Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_268558.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0006195	BP	3	28	6	3.140118436330493	0.01600841653032056	3	purine nucleotide catabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_8966.0']
GO:0051174	BP	5	3614	5	3.134941838310297	5.871136143972619e-13	5	regulation of phosphorus metabolic process	['Transcript_198025.0', 'Transcript_267416.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0019220	BP	5	3614	6	3.134941838310297	5.871136143972619e-13	5	regulation of phosphate metabolic process	['Transcript_198025.0', 'Transcript_267416.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0090407	BP	4	2891	4	3.134842035810109	2.6075327484566155e-10	4	organophosphate biosynthetic process	['Transcript_10566.0', 'Transcript_21915.0', 'Transcript_259687.0', 'Transcript_48093.0']
GO:0010605	BP	10	7211	5	3.1315446740984227	2.16706198259767e-26	10	negative regulation of macromolecule metabolic process	['Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_268558.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0006367	BP	5	47	7	3.129850100876666	0.0010793284729983552	5	transcription initiation from RNA polymerase II promoter	['Transcript_145078.0', 'Transcript_207314.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0007498	BP	3	2149	4	3.1219764090396867	9.858858269601568e-08	3	mesoderm development	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0042592	BP	7	4986	3	3.1138013877669564	9.541445546029038e-18	7	homeostatic process	['Transcript_190433.0', 'Transcript_19329.0', 'Transcript_211997.0', 'Transcript_2214.0', 'Transcript_236739.0', 'Transcript_277684.0', 'Transcript_8966.0']
GO:0009887	BP	7	4932	3	3.0980913046782943	1.319655372716352e-17	7	animal organ morphogenesis	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_19653.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_48093.0']
GO:0072523	BP	3	29	5	3.089492363260525	0.017658648184636746	3	purine-containing compound catabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_8966.0']
GO:0051246	BP	7	4895	5	3.0872273647665125	1.9026740318477978e-17	7	regulation of protein metabolic process	['Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_267416.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0048332	BP	3	2097	4	3.086637787708496	2.0864166872607223e-07	3	mesoderm morphogenesis	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0032990	BP	8	5591	4	3.0863797719623216	7.515215059815265e-20	8	cell part morphogenesis	['Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_8966.0', 'Transcript_92122.0', 'Transcript_99859.0']
GO:0032989	BP	8	5591	3	3.0863797719623216	7.515215059815265e-20	8	cellular component morphogenesis	['Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_8966.0', 'Transcript_92122.0', 'Transcript_99859.0']
GO:0001707	BP	3	2093	4	3.0838832378676124	2.059679739843855e-07	3	mesoderm formation	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0001706	BP	3	2093	4	3.0838832378676124	2.059679739843855e-07	3	endoderm formation	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0001704	BP	3	2093	3	3.0838832378676124	2.059679739843855e-07	3	formation of primary germ layer	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0007369	BP	3	2093	4	3.0838832378676124	2.059679739843855e-07	3	gastrulation	['Transcript_10670.0', 'Transcript_185363.0', 'Transcript_278134.0']
GO:0008037	BP	4	2785	2	3.0809507545604538	7.414569455586468e-10	4	cell recognition	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0008038	BP	4	2785	3	3.0809507545604538	7.414569455586468e-10	4	neuron recognition	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0060429	BP	4	2778	4	3.077320026314452	7.296184027686369e-10	4	epithelium development	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_133708.0', 'Transcript_19653.0']
GO:0032268	BP	7	4809	5	3.0616554311511592	5.979189212139212e-17	7	regulation of cellular protein metabolic process	['Transcript_185711.0', 'Transcript_198025.0', 'Transcript_207314.0', 'Transcript_267416.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0021510	BP	5	3429	4	3.0591332363813315	3.4850414557655663e-12	5	spinal cord development	['Transcript_102519.0', 'Transcript_19653.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0016192	BP	7	4696	2	3.0273509133855074	1.777866837714887e-16	7	vesicle-mediated transport	['Transcript_116851.0', 'Transcript_145078.0', 'Transcript_18281.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0']
GO:0051128	BP	8	5258	4	2.9977875689511055	3.4193175343039e-18	8	regulation of cellular component organization	['Transcript_133708.0', 'Transcript_185711.0', 'Transcript_211997.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_247529.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0016071	BP	7	4499	6	2.9655228718545015	1.602760486475577e-15	7	mRNA metabolic process	['Transcript_133708.0', 'Transcript_190433.0', 'Transcript_207314.0', 'Transcript_212436.0', 'Transcript_219127.0', 'Transcript_2214.0', 'Transcript_8966.0']
GO:0048523	BP	15	9541	4	2.950523315587355	3.947521011672819e-34	15	negative regulation of cellular process	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_198025.0', 'Transcript_212947.0', 'Transcript_233817.0', 'Transcript_268558.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_5147.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0010941	BP	3	1905	4	2.9481019239925876	1.7482969508998783e-06	3	regulation of cell death	['Transcript_212947.0', 'Transcript_287530.0', 'Transcript_8966.0']
GO:0031099	BP	4	2529	3	2.9418404639962983	1.3376537775200461e-08	4	regeneration	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:0007423	BP	8	5057	4	2.941555205460343	3.1176472797161175e-17	8	sensory organ development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_21585.0', 'Transcript_233817.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_48093.0', 'Transcript_77714.0']
GO:0006520	BP	5	3142	3	2.9330285127398934	9.277843158251563e-11	5	cellular amino acid metabolic process	['Transcript_101038.0', 'Transcript_187368.0', 'Transcript_21915.0', 'Transcript_68467.0', 'Transcript_8966.0']
GO:0050790	BP	6	3767	3	2.9317269595592963	6.26479066854912e-13	6	regulation of catalytic activity	['Transcript_198025.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_291214.0', 'Transcript_8966.0']
GO:0034645	BP	11	6794	4	2.9081030265749632	3.5417191619484e-23	11	cellular macromolecule biosynthetic process	['Transcript_10670.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_187368.0', 'Transcript_207314.0', 'Transcript_21124.0', 'Transcript_211621.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0044093	BP	6	3703	3	2.9070054757835333	1.292401380326001e-12	6	positive regulation of molecular function	['Transcript_102519.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_37075.0', 'Transcript_77714.0']
GO:1901135	BP	8	4782	3	2.8608875570446877	5.667684632670448e-16	8	carbohydrate derivative metabolic process	['Transcript_11892.0', 'Transcript_133708.0', 'Transcript_21124.0', 'Transcript_259687.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_48093.0', 'Transcript_8966.0']
GO:0051641	BP	11	6513	2	2.8471640350320624	7.948431262941676e-22	11	cellular localization	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_207314.0', 'Transcript_211997.0', 'Transcript_212947.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_8966.0']
GO:0048646	BP	8	4717	2	2.841143027862657	1.1907179424134376e-15	8	anatomical structure formation involved in morphogenesis	['Transcript_10670.0', 'Transcript_133708.0', 'Transcript_185363.0', 'Transcript_19653.0', 'Transcript_22207.0', 'Transcript_241184.0', 'Transcript_278134.0', 'Transcript_8966.0']
GO:0006928	BP	10	5855	2	2.8310145028342744	1.7143300708255066e-19	10	movement of cell or subcellular component	['Transcript_116851.0', 'Transcript_11892.0', 'Transcript_18281.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_22207.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_45430.0', 'Transcript_48093.0']
GO:0006352	BP	5	58	6	2.8264579574267312	0.00271099857584988	5	DNA-templated transcription, initiation	['Transcript_145078.0', 'Transcript_207314.0', 'Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0051716	BP	14	8153	2	2.823249519954633	1.1433262980012663e-27	14	cellular response to stimulus	['Transcript_102519.0', 'Transcript_12601.0', 'Transcript_133708.0', 'Transcript_185711.0', 'Transcript_207314.0', 'Transcript_212947.0', 'Transcript_233817.0', 'Transcript_267416.0', 'Transcript_277684.0', 'Transcript_291214.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_85763.0', 'Transcript_8966.0']
GO:0010389	BP	3	35	7	2.8181903414431306	0.029235373325302842	3	regulation of G2/M transition of mitotic cell cycle	['Transcript_185711.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0051123	BP	3	35	8	2.8181903414431306	0.029235373325302842	3	RNA polymerase II preinitiation complex assembly	['Transcript_277684.0', 'Transcript_285446.0', 'Transcript_8966.0']
GO:0031175	BP	10	5768	6	2.8094164966865196	5.396768726152578e-19	10	neuron projection development	['Transcript_102519.0', 'Transcript_11892.0', 'Transcript_196303.0', 'Transcript_19653.0', 'Transcript_219127.0', 'Transcript_22207.0', 'Transcript_233817.0', 'Transcript_37075.0', 'Transcript_77714.0', 'Transcript_8966.0']
GO:0006810	BP	18	10330	3	2.802116774643169	1.3374147049991349e-35	18	transport	['Transcript_10566.0', 'Transcript_10670.0', 'Transcript_116851.0', 'Transcript_11892.0', 'Transcript_145078.0', 'Transcript_18281.0', 'Transcript_19329.0', 'Transcript_207314.0', 'Transcript_22207.0', 'Transcript_236739.0', 'Transcript_241184.0', 'Transcript_277684.0', 'Transcript_278134.0', 'Transcript_284550.0', 'Transcript_45430.0', 'Transcript_48093.0', 'Transcript_86125.0', 'Transcript_8966.0']
